PrescriptionID,PetID,VetID,Diagnosis,Dosage,DateIssued,MedicationID
PR21489,P00952,V1041,Parasitic Infestation,1 times a day for 11 days,2025-01-29,M10002
PR21490,P07024,V1013,Severe Infection,2 times a day for 4 days,2024-01-26,M10002
PR21491,P09862,V1021,Parasitic Infestation,2 times a day for 14 days,2024-01-04,M10002
PR21492,P01656,V1045,Nutritional Deficiency,1 times a day for 12 days,2024-10-08,M10000
PR21493,P03005,V1021,Fungal Infection,2 times a day for 11 days,2024-09-23,M10004
PR21494,P08585,V1004,Dental Abscess,3 times a day for 13 days,2024-03-01,M10067
PR21495,P05330,V1012,Severe Infection,2 times a day for 5 days,2024-03-03,M10002
PR21496,P09097,V1026,Mild Infection,1 times a day for 8 days,2025-02-11,M10004
PR21497,P01651,V1044,Nutritional Deficiency,2 times a day for 13 days,2024-05-21,M10000
PR21498,P04720,V1040,Nutritional Deficiency,3 times a day for 5 days,2024-09-21,M10000
PR21499,P04686,V1011,Mild Infection,1 times a day for 3 days,2024-08-25,M10004
PR21500,P01234,V1009,Internal Injury,2 times a day for 10 days,2024-10-29,M10002
PR21501,P07403,V1043,Nutritional Deficiency,2 times a day for 3 days,2024-11-09,M10000
PR21502,P02047,V1021,Allergic Dermatitis,2 times a day for 14 days,2025-02-13,M10000
PR21503,P06881,V1015,Severe Infection,1 times a day for 6 days,2024-11-16,M10002
PR21504,P00305,V1010,Mild Infection,2 times a day for 8 days,2024-01-01,M10004
PR21505,P02403,V1040,Nutritional Deficiency,3 times a day for 8 days,2025-02-27,M10000
PR21506,P03967,V1044,Severe Infection,1 times a day for 6 days,2024-07-01,M10002
PR21507,P02649,V1016,Fracture,1 times a day for 3 days,2024-03-26,M10038
PR21508,P08955,V1001,Fungal Infection,3 times a day for 7 days,2024-09-21,M10004
PR21509,P00290,V1006,Mild Infection,1 times a day for 8 days,2024-03-20,M10004
PR21510,P05528,V1039,Mild Infection,3 times a day for 9 days,2024-09-26,M10004
PR21511,P07383,V1007,Severe Infection,3 times a day for 4 days,2024-04-06,M10002
PR21512,P09048,V1036,Nutritional Deficiency,2 times a day for 10 days,2024-02-04,M10000
PR21513,P02126,V1013,Severe Infection,1 times a day for 9 days,2024-04-16,M10002
PR21514,P02179,V1007,Nutritional Deficiency,3 times a day for 12 days,2024-07-08,M10000
PR21515,P02323,V1006,Parasitic Infestation,1 times a day for 12 days,2024-09-13,M10002
PR21516,P08407,V1043,Tooth Decay,1 times a day for 12 days,2024-08-01,M10018
PR21517,P00898,V1042,Nutritional Deficiency,2 times a day for 3 days,2025-02-05,M10000
PR21518,P04285,V1017,Parasitic Infestation,3 times a day for 10 days,2024-10-11,M10002
PR21519,P00401,V1018,Internal Injury,1 times a day for 6 days,2024-05-13,M10002
PR21520,P00738,V1004,Mild Infection,2 times a day for 4 days,2024-10-11,M10004
PR21521,P08450,V1004,Nutritional Deficiency,3 times a day for 12 days,2024-08-08,M10000
PR21522,P04628,V1005,Nutritional Deficiency,2 times a day for 9 days,2024-08-02,M10000
PR21523,P00454,V1005,Nutritional Deficiency,1 times a day for 13 days,2024-09-09,M10000
PR21524,P02237,V1045,Allergic Dermatitis,2 times a day for 12 days,2024-08-02,M10000
PR21525,P05780,V1007,Fracture,3 times a day for 10 days,2024-01-17,M10026
PR21526,P06044,V1002,Internal Injury,3 times a day for 13 days,2024-03-07,M10078
PR21527,P03873,V1041,Parasitic Infestation,2 times a day for 12 days,2024-05-21,M10002
PR21528,P01101,V1020,Mild Infection,3 times a day for 7 days,2024-04-30,M10004
PR21529,P06701,V1037,Allergic Dermatitis,1 times a day for 11 days,2024-03-17,M10000
PR21530,P07916,V1023,Parasitic Infestation,3 times a day for 14 days,2024-03-04,M10002
PR21531,P06365,V1032,Fracture,3 times a day for 14 days,2024-03-28,M10066
PR21532,P00350,V1035,Nutritional Deficiency,2 times a day for 13 days,2025-02-26,M10000
PR21533,P09471,V1046,Fracture,2 times a day for 9 days,2024-06-21,M10078
PR21534,P08416,V1035,Dental Abscess,3 times a day for 4 days,2025-02-21,M10085
PR21535,P00584,V1040,Nutritional Deficiency,2 times a day for 12 days,2024-03-09,M10000
PR21536,P07784,V1026,Severe Infection,3 times a day for 10 days,2024-11-25,M10002
PR21537,P00553,V1022,Fungal Infection,3 times a day for 10 days,2025-02-21,M10004
PR21538,P00049,V1001,Parasitic Infestation,3 times a day for 14 days,2025-01-25,M10002
PR21539,P06976,V1023,Allergic Dermatitis,2 times a day for 11 days,2024-12-13,M10000
PR21540,P04711,V1041,Allergic Dermatitis,3 times a day for 9 days,2024-04-29,M10000
PR21541,P02965,V1009,Severe Infection,2 times a day for 4 days,2025-01-24,M10002
PR21542,P02323,V1011,Fracture,1 times a day for 4 days,2024-09-08,M10020
PR21543,P00594,V1045,Mild Infection,2 times a day for 12 days,2024-09-21,M10004
PR21544,P00106,V1035,Tooth Decay,3 times a day for 8 days,2024-07-07,M10067
PR21545,P03186,V1040,Fracture,3 times a day for 7 days,2024-06-02,M10020
PR21546,P02452,V1023,Allergic Dermatitis,1 times a day for 11 days,2024-03-12,M10000
PR21547,P04096,V1032,Nutritional Deficiency,2 times a day for 10 days,2024-05-06,M10000
PR21548,P07547,V1008,Fracture,3 times a day for 7 days,2024-02-03,M10082
PR21549,P01156,V1031,Parasitic Infestation,2 times a day for 12 days,2024-05-01,M10002
PR21550,P07047,V1011,Severe Infection,3 times a day for 6 days,2024-08-10,M10002
PR21551,P06597,V1042,Tooth Decay,3 times a day for 14 days,2024-04-03,M10000
PR21552,P01485,V1045,Allergic Dermatitis,3 times a day for 9 days,2024-08-22,M10000
PR21553,P06668,V1046,Internal Injury,3 times a day for 8 days,2024-04-09,M10038
PR21554,P02766,V1032,Internal Injury,1 times a day for 3 days,2024-08-21,M10032
PR21555,P05560,V1022,Fungal Infection,1 times a day for 4 days,2024-09-03,M10004
PR21556,P06671,V1016,Internal Injury,1 times a day for 13 days,2024-01-24,M10077
PR21557,P05242,V1031,Nutritional Deficiency,3 times a day for 3 days,2024-10-04,M10000
PR21558,P03496,V1007,Mild Infection,1 times a day for 13 days,2024-03-20,M10004
PR21559,P02467,V1049,Severe Infection,2 times a day for 6 days,2024-05-22,M10002
PR21560,P07205,V1021,Parasitic Infestation,3 times a day for 5 days,2024-03-17,M10002
PR21561,P06048,V1026,Nutritional Deficiency,2 times a day for 13 days,2025-01-01,M10000
PR21562,P07958,V1027,Mild Infection,1 times a day for 6 days,2024-07-25,M10004
PR21563,P04670,V1011,Severe Infection,2 times a day for 13 days,2024-02-28,M10002
PR21564,P05753,V1005,Mild Infection,3 times a day for 13 days,2024-12-09,M10004
PR21565,P09860,V1012,Mild Infection,3 times a day for 8 days,2025-01-24,M10004
PR21566,P09100,V1032,Severe Infection,3 times a day for 10 days,2024-03-09,M10002
PR21567,P00906,V1034,Tooth Decay,2 times a day for 13 days,2025-01-01,M10048
PR21568,P07719,V1004,Dental Abscess,1 times a day for 13 days,2024-05-30,M10082
PR21569,P05891,V1022,Allergic Dermatitis,1 times a day for 6 days,2024-07-12,M10000
PR21570,P08143,V1045,Fungal Infection,2 times a day for 9 days,2024-09-18,M10004
PR21571,P05910,V1002,Severe Infection,1 times a day for 8 days,2024-06-27,M10002
PR21572,P02265,V1022,Parasitic Infestation,2 times a day for 10 days,2024-03-09,M10002
PR21573,P09293,V1003,Severe Infection,3 times a day for 13 days,2024-03-08,M10002
PR21574,P04853,V1034,Nutritional Deficiency,2 times a day for 3 days,2024-10-25,M10000
PR21575,P02241,V1015,Severe Infection,2 times a day for 5 days,2024-12-18,M10002
PR21576,P06384,V1013,Fracture,2 times a day for 4 days,2024-06-22,M10053
PR21577,P05309,V1014,Allergic Dermatitis,2 times a day for 9 days,2024-08-12,M10000
PR21578,P07079,V1039,Nutritional Deficiency,2 times a day for 12 days,2025-01-07,M10000
PR21579,P01226,V1027,Fungal Infection,2 times a day for 4 days,2024-05-28,M10004
PR21580,P03477,V1041,Fungal Infection,1 times a day for 8 days,2024-10-27,M10004
PR21581,P07607,V1049,Fracture,3 times a day for 12 days,2024-12-24,M10014
PR21582,P08942,V1045,Nutritional Deficiency,3 times a day for 7 days,2024-07-18,M10000
PR21583,P09219,V1004,Nutritional Deficiency,1 times a day for 6 days,2024-03-05,M10000
PR21584,P03259,V1002,Nutritional Deficiency,3 times a day for 7 days,2024-06-12,M10000
PR21585,P01948,V1007,Mild Infection,2 times a day for 8 days,2025-01-16,M10004
PR21586,P06131,V1036,Mild Infection,3 times a day for 14 days,2024-10-15,M10004
PR21587,P08589,V1039,Nutritional Deficiency,2 times a day for 6 days,2024-08-30,M10000
PR21588,P01718,V1043,Nutritional Deficiency,3 times a day for 13 days,2024-07-13,M10000
PR21589,P08085,V1021,Mild Infection,1 times a day for 12 days,2024-11-03,M10004
PR21590,P00225,V1038,Mild Infection,2 times a day for 14 days,2024-07-01,M10004
PR21591,P06142,V1038,Tooth Decay,2 times a day for 8 days,2024-05-06,M10078
PR21592,P06685,V1014,Fungal Infection,2 times a day for 4 days,2024-09-29,M10004
PR21593,P04749,V1049,Fracture,1 times a day for 5 days,2025-02-22,M10077
PR21594,P01549,V1037,Allergic Dermatitis,3 times a day for 7 days,2024-02-13,M10000
PR21595,P03880,V1033,Tooth Decay,3 times a day for 11 days,2024-02-20,M10083
PR21596,P09106,V1024,Severe Infection,3 times a day for 14 days,2024-01-14,M10002
PR21597,P02443,V1039,Nutritional Deficiency,1 times a day for 6 days,2024-01-31,M10000
PR21598,P05333,V1033,Nutritional Deficiency,3 times a day for 8 days,2024-02-20,M10000
PR21599,P02395,V1047,Nutritional Deficiency,1 times a day for 3 days,2025-02-27,M10000
PR21600,P04232,V1040,Fracture,2 times a day for 9 days,2024-04-11,M10056
PR21601,P06735,V1001,Allergic Dermatitis,2 times a day for 5 days,2025-01-06,M10000
PR21602,P09697,V1007,Fracture,2 times a day for 12 days,2024-08-27,M10035
PR21603,P08130,V1037,Fungal Infection,1 times a day for 13 days,2024-05-26,M10004
PR21604,P08019,V1030,Severe Infection,3 times a day for 11 days,2024-01-06,M10002
PR21605,P02964,V1003,Severe Infection,2 times a day for 5 days,2024-10-18,M10002
PR21606,P09254,V1012,Nutritional Deficiency,2 times a day for 12 days,2024-04-22,M10000
PR21607,P04143,V1019,Fracture,1 times a day for 9 days,2024-06-26,M10046
PR21608,P05164,V1001,Nutritional Deficiency,3 times a day for 14 days,2024-03-07,M10000
PR21609,P08881,V1007,Fracture,2 times a day for 11 days,2025-02-25,M10067
PR21610,P04493,V1024,Severe Infection,3 times a day for 4 days,2024-07-25,M10002
PR21611,P00286,V1041,Allergic Dermatitis,1 times a day for 13 days,2024-04-18,M10000
PR21612,P02729,V1029,Fracture,2 times a day for 9 days,2024-01-22,M10070
PR21613,P00276,V1027,Mild Infection,1 times a day for 13 days,2024-03-10,M10004
PR21614,P05986,V1033,Nutritional Deficiency,2 times a day for 10 days,2024-07-25,M10000
PR21615,P00898,V1021,Fungal Infection,2 times a day for 6 days,2024-11-20,M10004
PR21616,P00679,V1046,Fracture,1 times a day for 7 days,2024-07-30,M10083
PR21617,P04515,V1032,Internal Injury,2 times a day for 7 days,2024-11-11,M10064
PR21618,P05453,V1017,Nutritional Deficiency,2 times a day for 14 days,2024-01-25,M10000
PR21619,P01095,V1006,Mild Infection,1 times a day for 8 days,2024-03-25,M10004
PR21620,P02399,V1022,Fungal Infection,3 times a day for 8 days,2024-03-30,M10004
PR21621,P03354,V1023,Allergic Dermatitis,1 times a day for 7 days,2024-12-31,M10000
PR21622,P00383,V1003,Severe Infection,1 times a day for 14 days,2024-08-21,M10002
PR21623,P00303,V1021,Allergic Dermatitis,3 times a day for 14 days,2024-03-31,M10000
PR21624,P03852,V1032,Fracture,2 times a day for 9 days,2024-04-02,M10038
PR21625,P08239,V1031,Parasitic Infestation,3 times a day for 12 days,2024-11-14,M10002
PR21626,P01023,V1017,Allergic Dermatitis,2 times a day for 10 days,2024-11-01,M10000
PR21627,P06033,V1045,Fungal Infection,1 times a day for 9 days,2024-08-03,M10004
PR21628,P09778,V1006,Mild Infection,1 times a day for 6 days,2024-08-29,M10004
PR21629,P07907,V1018,Nutritional Deficiency,2 times a day for 3 days,2024-08-18,M10000
PR21630,P08397,V1023,Allergic Dermatitis,3 times a day for 9 days,2024-12-05,M10000
PR21631,P05928,V1006,Mild Infection,3 times a day for 10 days,2024-06-26,M10004
PR21632,P01414,V1030,Severe Infection,2 times a day for 11 days,2024-03-16,M10002
PR21633,P08208,V1023,Fungal Infection,3 times a day for 9 days,2024-07-09,M10004
PR21634,P05489,V1004,Nutritional Deficiency,3 times a day for 9 days,2025-01-10,M10000
PR21635,P06420,V1003,Internal Injury,1 times a day for 10 days,2024-05-29,M10026
PR21636,P01025,V1012,Mild Infection,2 times a day for 13 days,2025-01-18,M10004
PR21637,P04731,V1045,Parasitic Infestation,1 times a day for 12 days,2024-03-14,M10002
PR21638,P06478,V1035,Tooth Decay,1 times a day for 8 days,2024-03-13,M10078
PR21639,P09991,V1001,Fungal Infection,3 times a day for 8 days,2024-06-10,M10004
PR21640,P04024,V1023,Allergic Dermatitis,1 times a day for 10 days,2024-07-05,M10000
PR21641,P07583,V1041,Nutritional Deficiency,1 times a day for 9 days,2024-11-02,M10000
PR21642,P09336,V1011,Fracture,3 times a day for 7 days,2024-03-10,M10035
PR21643,P08753,V1012,Nutritional Deficiency,1 times a day for 5 days,2025-02-21,M10000
PR21644,P08563,V1018,Internal Injury,1 times a day for 14 days,2025-02-24,M10056
PR21645,P05250,V1040,Mild Infection,1 times a day for 5 days,2024-10-22,M10004
PR21646,P05757,V1001,Fungal Infection,1 times a day for 6 days,2024-02-07,M10004
PR21647,P05008,V1015,Internal Injury,1 times a day for 6 days,2024-05-05,M10085
PR21648,P05002,V1020,Severe Infection,3 times a day for 13 days,2024-05-21,M10002
PR21649,P06385,V1028,Severe Infection,2 times a day for 12 days,2025-02-20,M10002
PR21650,P06878,V1043,Nutritional Deficiency,1 times a day for 10 days,2024-04-17,M10000
PR21651,P03800,V1005,Tooth Decay,3 times a day for 3 days,2024-08-25,M10070
PR21652,P01591,V1003,Fracture,2 times a day for 4 days,2024-06-09,M10070
PR21653,P02912,V1036,Nutritional Deficiency,1 times a day for 12 days,2024-12-05,M10000
PR21654,P09240,V1026,Internal Injury,1 times a day for 3 days,2024-06-28,M10038
PR21655,P05427,V1043,Mild Infection,2 times a day for 8 days,2024-08-30,M10004
PR21656,P07868,V1023,Allergic Dermatitis,1 times a day for 3 days,2024-03-20,M10000
PR21657,P09484,V1020,Fracture,3 times a day for 9 days,2024-11-17,M10038
PR21658,P06574,V1028,Internal Injury,1 times a day for 14 days,2024-08-19,M10067
PR21659,P04140,V1014,Fungal Infection,3 times a day for 11 days,2024-07-02,M10004
PR21660,P00881,V1023,Fungal Infection,2 times a day for 14 days,2024-08-06,M10004
PR21661,P09148,V1031,Parasitic Infestation,3 times a day for 3 days,2025-02-06,M10002
PR21662,P08569,V1041,Parasitic Infestation,1 times a day for 6 days,2024-04-13,M10002
PR21663,P04254,V1012,Internal Injury,1 times a day for 11 days,2024-02-23,M10038
PR21664,P02372,V1020,Mild Infection,2 times a day for 9 days,2024-08-07,M10004
PR21665,P08636,V1017,Fungal Infection,3 times a day for 4 days,2024-01-10,M10004
PR21666,P08787,V1027,Parasitic Infestation,1 times a day for 8 days,2024-03-29,M10002
PR21667,P07872,V1042,Severe Gingivitis,1 times a day for 8 days,2024-10-07,M10004
PR21668,P09603,V1011,Mild Infection,3 times a day for 6 days,2025-02-20,M10004
PR21669,P02644,V1001,Parasitic Infestation,2 times a day for 4 days,2024-08-24,M10002
PR21670,P08931,V1049,Internal Injury,2 times a day for 9 days,2024-12-15,M10015
PR21671,P08961,V1002,Severe Infection,1 times a day for 9 days,2024-11-08,M10002
PR21672,P01732,V1045,Nutritional Deficiency,3 times a day for 9 days,2024-05-06,M10000
PR21673,P05492,V1049,Fracture,2 times a day for 4 days,2025-01-08,M10046
PR21674,P06415,V1042,Mild Infection,2 times a day for 3 days,2024-03-14,M10004
PR21675,P01625,V1000,Fracture,2 times a day for 5 days,2024-02-02,M10082
PR21676,P08925,V1038,Nutritional Deficiency,1 times a day for 3 days,2024-02-28,M10000
PR21677,P09057,V1025,Fracture,3 times a day for 12 days,2024-05-12,M10058
PR21678,P04522,V1005,Mild Infection,1 times a day for 6 days,2024-09-16,M10004
PR21679,P09530,V1042,Tooth Decay,3 times a day for 3 days,2024-11-02,M10085
PR21680,P06414,V1007,Mild Infection,3 times a day for 8 days,2024-09-30,M10004
PR21681,P09169,V1048,Severe Infection,3 times a day for 12 days,2024-02-22,M10002
PR21682,P08405,V1028,Fracture,2 times a day for 8 days,2024-01-21,M10026
PR21683,P03064,V1045,Allergic Dermatitis,1 times a day for 11 days,2024-08-24,M10000
PR21684,P02717,V1019,Fracture,1 times a day for 11 days,2024-10-08,M10048
PR21685,P02639,V1015,Severe Infection,2 times a day for 7 days,2024-01-17,M10002
PR21686,P06050,V1010,Severe Infection,1 times a day for 8 days,2025-02-01,M10002
PR21687,P00291,V1018,Severe Infection,3 times a day for 6 days,2024-10-11,M10002
PR21688,P03141,V1024,Fracture,3 times a day for 10 days,2024-12-18,M10000
PR21689,P00653,V1040,Internal Injury,1 times a day for 6 days,2024-06-10,M10067
PR21690,P05600,V1008,Internal Injury,2 times a day for 12 days,2024-05-24,M10015
PR21691,P01572,V1034,Tooth Decay,2 times a day for 4 days,2024-12-11,M10004
PR21692,P08818,V1016,Fracture,3 times a day for 10 days,2025-01-15,M10020
PR21693,P08073,V1014,Parasitic Infestation,2 times a day for 3 days,2024-09-10,M10002
PR21694,P07933,V1014,Allergic Dermatitis,2 times a day for 6 days,2024-04-09,M10000
PR21695,P01798,V1028,Severe Infection,1 times a day for 8 days,2024-06-22,M10002
PR21696,P07777,V1042,Severe Gingivitis,3 times a day for 6 days,2024-02-14,M10004
PR21697,P06315,V1017,Allergic Dermatitis,2 times a day for 14 days,2024-07-15,M10000
PR21698,P02054,V1038,Tooth Decay,2 times a day for 12 days,2025-02-08,M10046
PR21699,P07789,V1027,Nutritional Deficiency,2 times a day for 5 days,2024-12-10,M10000
PR21700,P00087,V1004,Dental Abscess,2 times a day for 7 days,2024-12-17,M10018
PR21701,P06177,V1021,Parasitic Infestation,2 times a day for 9 days,2024-03-16,M10002
PR21702,P07802,V1007,Nutritional Deficiency,1 times a day for 7 days,2025-01-30,M10000
PR21703,P01915,V1007,Severe Infection,2 times a day for 5 days,2024-10-22,M10002
PR21704,P03426,V1034,Nutritional Deficiency,3 times a day for 11 days,2024-02-11,M10000
PR21705,P08540,V1032,Internal Injury,1 times a day for 10 days,2024-06-08,M10002
PR21706,P06936,V1025,Mild Infection,1 times a day for 9 days,2024-04-09,M10004
PR21707,P08755,V1027,Fungal Infection,1 times a day for 6 days,2025-01-29,M10004
PR21708,P03458,V1041,Fungal Infection,3 times a day for 3 days,2024-12-11,M10004
PR21709,P02676,V1038,Severe Gingivitis,3 times a day for 7 days,2024-08-10,M10004
PR21710,P00007,V1038,Mild Infection,3 times a day for 13 days,2024-05-10,M10004
PR21711,P04508,V1015,Severe Infection,2 times a day for 8 days,2025-02-16,M10002
PR21712,P03945,V1023,Mild Infection,2 times a day for 4 days,2025-01-26,M10004
PR21713,P00965,V1023,Parasitic Infestation,1 times a day for 3 days,2024-12-18,M10002
PR21714,P02420,V1017,Allergic Dermatitis,2 times a day for 4 days,2024-05-29,M10000
PR21715,P09414,V1009,Severe Infection,2 times a day for 11 days,2024-10-04,M10002
PR21716,P02681,V1014,Mild Infection,1 times a day for 6 days,2024-02-26,M10004
PR21717,P09591,V1049,Internal Injury,2 times a day for 9 days,2024-12-17,M10048
PR21718,P09993,V1027,Nutritional Deficiency,1 times a day for 13 days,2024-04-09,M10000
PR21719,P03464,V1026,Fracture,3 times a day for 14 days,2024-09-11,M10015
PR21720,P09964,V1022,Fungal Infection,3 times a day for 12 days,2024-05-03,M10004
PR21721,P00957,V1010,Severe Infection,3 times a day for 6 days,2024-02-22,M10002
PR21722,P07659,V1011,Nutritional Deficiency,1 times a day for 5 days,2024-11-02,M10000
PR21723,P08234,V1028,Severe Infection,3 times a day for 3 days,2024-03-26,M10002
PR21724,P06167,V1023,Allergic Dermatitis,2 times a day for 6 days,2024-12-31,M10000
PR21725,P00068,V1014,Parasitic Infestation,1 times a day for 5 days,2024-09-16,M10002
PR21726,P00307,V1021,Mild Infection,1 times a day for 13 days,2024-07-25,M10004
PR21727,P04086,V1015,Internal Injury,1 times a day for 3 days,2024-12-13,M10077
PR21728,P00455,V1001,Fungal Infection,3 times a day for 9 days,2024-06-26,M10004
PR21729,P05337,V1041,Parasitic Infestation,1 times a day for 11 days,2024-11-18,M10002
PR21730,P06181,V1011,Fracture,2 times a day for 10 days,2024-11-03,M10058
PR21731,P01660,V1020,Mild Infection,3 times a day for 12 days,2024-05-25,M10004
PR21732,P03042,V1000,Mild Infection,3 times a day for 7 days,2024-12-20,M10004
PR21733,P07098,V1042,Tooth Decay,3 times a day for 8 days,2024-11-12,M10048
PR21734,P03094,V1021,Parasitic Infestation,3 times a day for 10 days,2024-09-26,M10002
PR21735,P08904,V1034,Nutritional Deficiency,1 times a day for 14 days,2024-04-01,M10000
PR21736,P09963,V1046,Severe Infection,1 times a day for 6 days,2024-07-11,M10002
PR21737,P03032,V1018,Internal Injury,3 times a day for 6 days,2025-02-14,M10015
PR21738,P08325,V1047,Tooth Decay,3 times a day for 4 days,2024-02-16,M10056
PR21739,P02006,V1006,Mild Infection,2 times a day for 14 days,2024-12-06,M10004
PR21740,P03797,V1036,Nutritional Deficiency,1 times a day for 14 days,2024-07-26,M10000
PR21741,P07683,V1037,Nutritional Deficiency,3 times a day for 12 days,2024-05-16,M10000
PR21742,P08510,V1030,Internal Injury,2 times a day for 7 days,2024-01-24,M10002
PR21743,P09996,V1006,Mild Infection,1 times a day for 14 days,2024-11-16,M10004
PR21744,P01030,V1049,Internal Injury,3 times a day for 3 days,2024-12-28,M10056
PR21745,P08340,V1004,Mild Infection,1 times a day for 14 days,2024-08-30,M10004
PR21746,P06987,V1046,Severe Infection,2 times a day for 13 days,2024-06-22,M10002
PR21747,P01710,V1032,Mild Infection,1 times a day for 6 days,2025-01-21,M10004
PR21748,P09292,V1026,Mild Infection,3 times a day for 4 days,2025-01-02,M10004
PR21749,P04166,V1042,Mild Infection,1 times a day for 12 days,2024-08-13,M10004
PR21750,P04657,V1034,Tooth Decay,2 times a day for 9 days,2024-08-17,M10064
PR21751,P06565,V1034,Nutritional Deficiency,3 times a day for 9 days,2024-03-10,M10000
PR21752,P05478,V1025,Mild Infection,3 times a day for 6 days,2024-02-09,M10004
PR21753,P02672,V1002,Fracture,2 times a day for 10 days,2024-11-01,M10004
PR21754,P02305,V1016,Severe Infection,3 times a day for 13 days,2024-07-08,M10002
PR21755,P08076,V1027,Mild Infection,1 times a day for 10 days,2024-02-25,M10004
PR21756,P09385,V1012,Nutritional Deficiency,3 times a day for 4 days,2024-05-05,M10000
PR21757,P08804,V1037,Fungal Infection,3 times a day for 3 days,2025-01-27,M10004
PR21758,P03526,V1041,Allergic Dermatitis,3 times a day for 6 days,2024-09-21,M10000
PR21759,P04146,V1021,Mild Infection,3 times a day for 5 days,2024-11-03,M10004
PR21760,P04054,V1012,Severe Infection,1 times a day for 6 days,2024-10-22,M10002
PR21761,P09908,V1023,Fungal Infection,2 times a day for 12 days,2024-07-18,M10004
PR21762,P00420,V1035,Severe Gingivitis,3 times a day for 14 days,2024-09-26,M10004
PR21763,P08282,V1019,Internal Injury,2 times a day for 7 days,2024-08-22,M10026
PR21764,P07031,V1027,Nutritional Deficiency,1 times a day for 12 days,2024-05-03,M10000
PR21765,P01989,V1004,Dental Abscess,2 times a day for 12 days,2024-01-08,M10020
PR21766,P08249,V1017,Fungal Infection,3 times a day for 9 days,2024-04-12,M10004
PR21767,P08263,V1005,Tooth Decay,1 times a day for 13 days,2024-12-18,M10002
PR21768,P05988,V1028,Severe Infection,3 times a day for 4 days,2024-07-21,M10002
PR21769,P01648,V1019,Severe Infection,1 times a day for 7 days,2024-08-29,M10002
PR21770,P09213,V1010,Mild Infection,2 times a day for 6 days,2024-01-13,M10004
PR21771,P08470,V1031,Nutritional Deficiency,2 times a day for 6 days,2024-10-02,M10000
PR21772,P06731,V1006,Nutritional Deficiency,2 times a day for 8 days,2024-10-17,M10000
PR21773,P06694,V1033,Nutritional Deficiency,1 times a day for 10 days,2024-03-14,M10000
PR21774,P09953,V1041,Parasitic Infestation,3 times a day for 11 days,2024-08-22,M10002
PR21775,P02623,V1031,Fungal Infection,3 times a day for 13 days,2025-01-20,M10004
PR21776,P05514,V1003,Fracture,2 times a day for 9 days,2024-08-24,M10082
PR21777,P09229,V1011,Fracture,2 times a day for 11 days,2024-09-01,M10014
PR21778,P08423,V1041,Mild Infection,1 times a day for 9 days,2024-02-13,M10004
PR21779,P01871,V1009,Internal Injury,3 times a day for 13 days,2024-05-19,M10064
PR21780,P02710,V1045,Nutritional Deficiency,2 times a day for 14 days,2024-07-28,M10000
PR21781,P06018,V1043,Nutritional Deficiency,2 times a day for 6 days,2024-05-12,M10000
PR21782,P00451,V1009,Internal Injury,3 times a day for 13 days,2025-01-10,M10032
PR21783,P08988,V1023,Fungal Infection,3 times a day for 7 days,2024-01-15,M10004
PR21784,P04225,V1015,Internal Injury,3 times a day for 7 days,2024-06-29,M10082
PR21785,P04103,V1001,Allergic Dermatitis,3 times a day for 10 days,2024-08-27,M10000
PR21786,P02027,V1001,Nutritional Deficiency,1 times a day for 4 days,2025-01-20,M10000
PR21787,P08329,V1023,Allergic Dermatitis,1 times a day for 13 days,2024-07-04,M10000
PR21788,P05256,V1030,Internal Injury,1 times a day for 10 days,2024-01-30,M10083
PR21789,P08979,V1004,Nutritional Deficiency,3 times a day for 8 days,2024-03-01,M10000
PR21790,P02586,V1006,Allergic Dermatitis,2 times a day for 9 days,2024-05-16,M10000
PR21791,P07945,V1000,Internal Injury,3 times a day for 5 days,2025-01-17,M10067
PR21792,P02539,V1042,Dental Abscess,2 times a day for 7 days,2025-02-07,M10018
PR21793,P08879,V1036,Nutritional Deficiency,3 times a day for 14 days,2025-02-21,M10000
PR21794,P00231,V1038,Tooth Decay,2 times a day for 8 days,2024-02-01,M10004
PR21795,P00702,V1028,Mild Infection,2 times a day for 11 days,2024-08-02,M10004
PR21796,P08556,V1022,Mild Infection,1 times a day for 6 days,2024-10-05,M10004
PR21797,P02746,V1048,Internal Injury,3 times a day for 4 days,2024-06-09,M10067
PR21798,P00017,V1044,Internal Injury,3 times a day for 9 days,2024-08-04,M10000
PR21799,P02771,V1027,Fungal Infection,3 times a day for 12 days,2025-01-20,M10004
PR21800,P03887,V1023,Parasitic Infestation,3 times a day for 12 days,2025-01-08,M10002
PR21801,P02675,V1020,Fracture,3 times a day for 13 days,2024-04-18,M10082
PR21802,P02028,V1027,Nutritional Deficiency,2 times a day for 8 days,2024-11-12,M10000
PR21803,P03774,V1015,Internal Injury,3 times a day for 4 days,2024-03-14,M10000
PR21804,P08151,V1014,Parasitic Infestation,3 times a day for 10 days,2024-01-03,M10002
PR21805,P06705,V1033,Mild Infection,1 times a day for 9 days,2025-01-04,M10004
PR21806,P01121,V1023,Mild Infection,2 times a day for 9 days,2025-02-11,M10004
PR21807,P02705,V1033,Severe Gingivitis,2 times a day for 6 days,2025-02-19,M10004
PR21808,P05700,V1036,Severe Infection,2 times a day for 6 days,2025-02-08,M10002
PR21809,P01953,V1008,Severe Infection,1 times a day for 12 days,2024-08-28,M10002
PR21810,P03867,V1000,Fracture,1 times a day for 7 days,2024-07-01,M10083
