BillID,AppointmentID,Total_amt,Payment_Date,Payment_Status
B11550,A13982,156,5/13/2024,Completed
B11551,A13983,272,11/16/2024,Completed
B11552,A13984,197,2/12/2025,Completed
B11553,A13988,324,10/23/2024,Completed
B11554,A13989,402,,Pending
B11555,A13990,412,,Pending
B11556,A13992,113,,Pending
B11557,A13993,322,2/29/2024,Completed
B11558,A13995,288,1/11/2025,Completed
B11559,A14000,294,12/27/2024,Completed
B11560,A14002,462,11/24/2024,Completed
B11561,A14004,376,10/18/2024,Completed
B11562,A14005,263,,Pending
B11563,A14010,349,4/4/2024,Completed
B11564,A14011,428,2/3/2025,Completed
B11565,A14019,174,2/18/2025,Completed
B11566,A14023,453,12/12/2024,Completed
B11567,A14031,237,2/15/2024,Completed
B11568,A14038,382,,Pending
B11569,A14039,184,,Pending
B11570,A14043,385,,Pending
B11571,A14046,118,,Pending
B11572,A14047,463,10/20/2024,Completed
B11573,A14049,393,8/24/2024,Completed
B11574,A14052,67,,Pending
B11575,A14055,165,10/1/2024,Completed
B11576,A14057,259,,Pending
B11577,A14058,113,,Pending
B11578,A14065,457,6/3/2024,Completed
B11579,A14066,114,,Pending
B11580,A14073,112,10/9/2024,Completed
B11581,A14075,393,11/23/2024,Completed
B11582,A14076,205,9/20/2024,Completed
B11583,A14078,496,3/20/2024,Completed
B11584,A14079,476,9/17/2024,Completed
B11585,A14080,445,12/10/2024,Completed
B11586,A14090,208,,Pending
B11587,A14092,351,,Pending
B11588,A14093,416,6/19/2024,Completed
B11589,A14095,467,2/27/2024,Completed
B11590,A14096,382,3/1/2024,Completed
B11591,A14098,227,12/3/2024,Completed
B11592,A14100,80,8/19/2024,Completed
B11593,A14101,495,,Pending
B11594,A14102,87,3/12/2024,Completed
B11595,A14103,299,9/9/2024,Completed
B11596,A14108,149,,Pending
B11597,A14109,494,9/17/2024,Completed
B11598,A14111,210,,Pending
B11599,A14112,389,12/15/2024,Completed
B11600,A14118,339,10/24/2024,Completed
B11601,A14121,208,,Pending
B11602,A14123,500,3/5/2024,Completed
B11603,A14131,255,4/14/2024,Completed
B11604,A14132,213,7/17/2024,Completed
B11605,A14135,123,9/14/2024,Completed
B11606,A14139,320,,Pending
B11607,A14143,173,2/23/2025,Completed
B11608,A14144,371,6/13/2024,Completed
B11609,A14145,407,,Pending
B11610,A14148,380,7/18/2024,Completed
B11611,A14153,271,2/13/2024,Completed
B11612,A14154,327,7/20/2024,Completed
B11613,A14156,89,2/9/2024,Completed
B11614,A14158,259,,Pending
B11615,A14159,374,1/9/2025,Completed
B11616,A14161,468,,Pending
B11617,A14167,374,4/3/2024,Completed
B11618,A14168,306,,Pending
B11619,A14169,277,,Pending
B11620,A14172,223,,Pending
B11621,A14173,405,6/24/2024,Completed
B11622,A14174,315,2/9/2025,Completed
B11623,A14178,480,10/13/2024,Completed
B11624,A14179,280,,Pending
B11625,A14180,155,,Pending
B11626,A14182,430,3/7/2024,Completed
B11627,A14184,335,,Pending
B11628,A14185,220,12/30/2024,Completed
B11629,A14189,60,6/9/2024,Completed
B11630,A14191,450,12/12/2024,Completed
B11631,A14195,202,,Pending
B11632,A14197,273,2/7/2025,Completed
B11633,A14199,86,2/29/2024,Completed
B11634,A14201,55,10/6/2024,Completed
B11635,A14202,500,3/1/2024,Completed
B11636,A14206,80,,Pending
B11637,A14208,158,,Pending
B11638,A14211,404,,Pending
B11639,A14213,231,,Pending
B11640,A14215,471,,Pending
B11641,A14216,318,,Pending
B11642,A14217,419,,Pending
B11643,A14219,89,,Pending
B11644,A14223,463,11/1/2024,Completed
B11645,A14225,482,,Pending
B11646,A14227,106,6/14/2024,Completed
B11647,A14229,429,3/9/2024,Completed
B11648,A14230,381,9/27/2024,Completed
B11649,A14231,443,,Pending
B11650,A14239,454,9/24/2024,Completed
B11651,A14241,401,11/28/2024,Completed
B11652,A14242,373,,Pending
B11653,A14243,437,5/8/2024,Completed
B11654,A14246,443,11/15/2024,Completed
B11655,A14247,244,4/2/2024,Completed
B11656,A14249,208,,Pending
B11657,A14251,454,6/15/2024,Completed
B11658,A14252,368,3/1/2024,Completed
B11659,A14257,355,3/18/2024,Completed
B11660,A14260,491,,Pending
B11661,A14263,371,5/27/2024,Completed
B11662,A14265,218,10/20/2024,Completed
B11663,A14266,150,5/12/2024,Completed
B11664,A14271,192,,Pending
B11665,A14276,373,12/12/2024,Completed
B11666,A14278,325,,Pending
B11667,A14280,432,,Pending
B11668,A14281,309,,Pending
B11669,A14282,188,3/7/2024,Completed
B11670,A14284,422,1/19/2024,Completed
B11671,A14290,241,,Pending
B11672,A14291,67,,Pending
B11673,A14293,320,,Pending
B11674,A14296,475,,Pending
B11675,A14297,218,9/17/2024,Completed
B11676,A14299,491,,Pending
B11677,A14300,362,2/13/2024,Completed
B11678,A14302,106,6/9/2024,Completed
B11679,A14304,456,,Pending
B11680,A14306,495,,Pending
B11681,A14307,176,,Pending
B11682,A14311,436,2/23/2024,Completed
B11683,A14313,253,2/13/2025,Completed
B11684,A14317,75,,Pending
B11685,A14319,122,,Pending
B11686,A14323,441,,Pending
B11687,A14325,312,12/9/2024,Completed
B11688,A14328,220,1/31/2024,Completed
B11689,A14329,436,2/5/2024,Completed
B11690,A14331,132,,Pending
B11691,A14332,218,1/29/2024,Completed
B11692,A14333,273,2/3/2025,Completed
B11693,A14334,392,,Pending
B11694,A14335,253,11/16/2024,Completed
B11695,A14337,371,11/20/2024,Completed
B11696,A14341,477,12/23/2024,Completed
B11697,A14343,362,1/20/2025,Completed
B11698,A14353,220,10/18/2024,Completed
B11699,A14355,262,7/16/2024,Completed
B11700,A14362,381,,Pending
B11701,A14363,487,11/24/2024,Completed
B11702,A14364,65,8/31/2024,Completed
B11703,A14365,372,5/16/2024,Completed
B11704,A14371,229,,Pending
B11705,A14376,372,,Pending
B11706,A14380,445,3/3/2024,Completed
B11707,A14386,335,,Pending
B11708,A14387,192,7/20/2024,Completed
B11709,A14388,235,5/2/2024,Completed
B11710,A14389,242,,Pending
B11711,A14390,467,,Pending
B11712,A14392,181,2/17/2024,Completed
B11713,A14393,489,12/23/2024,Completed
B11714,A14394,327,,Pending
B11715,A14398,197,,Pending
B11716,A14399,275,11/28/2024,Completed
B11717,A14400,199,10/16/2024,Completed
B11718,A14403,105,,Pending
B11719,A14404,386,,Pending
B11720,A14407,288,12/31/2024,Completed
B11721,A14410,419,8/8/2024,Completed
B11722,A14411,129,10/23/2024,Completed
B11723,A14417,242,12/30/2024,Completed
B11724,A14419,336,,Pending
B11725,A14420,423,1/29/2025,Completed
B11726,A14427,270,,Pending
B11727,A14428,308,,Pending
B11728,A14429,160,,Pending
B11729,A14430,180,,Pending
B11730,A14431,259,,Pending
B11731,A14438,442,,Pending
B11732,A14439,487,,Pending
B11733,A14440,88,4/2/2024,Completed
B11734,A14442,258,10/2/2024,Completed
B11735,A14443,265,,Pending
B11736,A14448,270,,Pending
B11737,A14449,274,,Pending
B11738,A14456,466,11/29/2024,Completed
B11739,A14461,231,,Pending
B11740,A14463,253,,Pending
B11741,A14464,404,5/24/2024,Completed
B11742,A14470,220,,Pending
B11743,A14476,186,,Pending
B11744,A14481,360,,Pending
B11745,A14484,336,,Pending
B11746,A14491,224,,Pending
B11747,A14494,174,11/22/2024,Completed
B11748,A14495,398,2/25/2025,Completed
B11749,A14503,288,11/17/2024,Completed
B11750,A14505,394,7/13/2024,Completed
B11751,A14506,477,10/29/2024,Completed
B11752,A14509,379,,Pending
B11753,A14513,148,,Pending
B11754,A14514,153,3/22/2024,Completed
B11755,A14517,460,,Pending
B11756,A14518,142,3/9/2024,Completed
B11757,A14521,408,2/11/2025,Completed
B11758,A14523,297,,Pending
B11759,A14528,233,2/20/2025,Completed
B11760,A14529,142,4/6/2024,Completed
B11761,A14531,98,1/9/2025,Completed
B11762,A14532,238,,Pending
B11763,A14533,151,,Pending
B11764,A14534,156,,Pending
B11765,A14535,175,,Pending
B11766,A14538,69,2/19/2024,Completed
B11767,A14539,449,,Pending
B11768,A14543,103,,Pending
B11769,A14549,423,9/30/2024,Completed
B11770,A14551,332,,Pending
B11771,A14554,63,,Pending
B11772,A14555,271,6/10/2024,Completed
B11773,A14558,277,2/19/2024,Completed
B11774,A14561,88,,Pending
B11775,A14563,397,,Pending
B11776,A14565,98,,Pending
B11777,A14568,231,11/8/2024,Completed
B11778,A14572,69,2/4/2025,Completed
B11779,A14573,150,8/28/2024,Completed
B11780,A14575,415,,Pending
B11781,A14576,454,,Pending
B11782,A14577,131,7/20/2024,Completed
B11783,A14581,304,,Pending
B11784,A14582,114,,Pending
B11785,A14583,255,8/17/2024,Completed
B11786,A14584,481,,Pending
B11787,A14587,91,,Pending
B11788,A14590,369,,Pending
B11789,A14600,77,7/25/2024,Completed
B11790,A14603,398,,Pending
B11791,A14605,427,2/17/2024,Completed
B11792,A14609,274,11/28/2024,Completed
B11793,A14611,116,9/3/2024,Completed
B11794,A14612,440,,Pending
B11795,A14613,155,3/1/2024,Completed
B11796,A14615,362,2/2/2025,Completed
B11797,A14616,290,,Pending
B11798,A14618,473,,Pending
B11799,A14619,303,6/2/2024,Completed
B11800,A14621,485,1/12/2024,Completed
B11801,A14624,406,1/3/2024,Completed
B11802,A14626,81,,Pending
B11803,A14631,135,,Pending
B11804,A14632,420,,Pending
B11805,A14636,430,10/12/2024,Completed
B11806,A14641,319,,Pending
B11807,A14642,292,,Pending
B11808,A14643,55,,Pending
B11809,A14645,196,12/6/2024,Completed
B11810,A14647,172,,Pending
B11811,A14650,91,8/10/2024,Completed
B11812,A14653,68,,Pending
B11813,A14654,350,2/16/2025,Completed
B11814,A14655,159,,Pending
B11815,A14657,268,7/10/2024,Completed
B11816,A14665,214,,Pending
B11817,A14667,106,7/1/2024,Completed
B11818,A14672,330,12/2/2024,Completed
B11819,A14673,316,9/9/2024,Completed
B11820,A14677,448,,Pending
B11821,A14678,453,3/24/2024,Completed
B11822,A14681,131,,Pending
B11823,A14683,388,4/13/2024,Completed
B11824,A14684,192,6/13/2024,Completed
B11825,A14685,82,7/30/2024,Completed
B11826,A14689,55,,Pending
B11827,A14692,282,8/14/2024,Completed
B11828,A14697,438,,Pending
B11829,A14700,185,4/14/2024,Completed
B11830,A14703,106,,Pending
B11831,A14709,78,,Pending
B11832,A14710,334,10/30/2024,Completed
B11833,A14711,146,9/2/2024,Completed
B11834,A14713,491,,Pending
B11835,A14714,466,5/6/2024,Completed
B11836,A14717,464,,Pending
B11837,A14718,83,,Pending
B11838,A14721,276,,Pending
B11839,A14724,279,11/29/2024,Completed
B11840,A14726,248,5/13/2024,Completed
B11841,A14731,304,,Pending
B11842,A14732,356,,Pending
B11843,A14733,192,,Pending
B11844,A14734,399,1/1/2024,Completed
B11845,A14736,153,,Pending
B11846,A14737,185,9/14/2024,Completed
B11847,A14741,151,9/19/2024,Completed
B11848,A14746,410,3/14/2024,Completed
B11849,A14747,307,7/13/2024,Completed
B11850,A14748,429,2/7/2025,Completed
B11851,A14750,293,2/24/2025,Completed
B11852,A14751,363,12/8/2024,Completed
B11853,A14753,369,,Pending
B11854,A14754,471,6/1/2024,Completed
B11855,A14757,428,,Pending
B11856,A14759,132,2/26/2024,Completed
B11857,A14760,331,10/26/2024,Completed
B11858,A14761,94,1/20/2025,Completed
B11859,A14762,467,10/31/2024,Completed
B11860,A14764,309,,Pending
B11861,A14769,115,1/21/2025,Completed
B11862,A14774,155,7/3/2024,Completed
B11863,A14776,72,,Pending
B11864,A14777,286,,Pending
B11865,A14778,66,,Pending
B11866,A14787,322,,Pending
B11867,A14789,402,,Pending
B11868,A14791,112,,Pending
B11869,A14792,179,1/27/2025,Completed
B11870,A14795,93,,Pending
B11871,A14797,298,11/2/2024,Completed
B11872,A14802,169,4/30/2024,Completed
B11873,A14803,488,4/17/2024,Completed
B11874,A14805,125,,Pending
B11875,A14806,115,,Pending
B11876,A14807,125,,Pending
B11877,A14809,119,,Pending
B11878,A14811,395,2/21/2024,Completed
B11879,A14819,280,7/17/2024,Completed
B11880,A14823,238,12/6/2024,Completed
B11881,A14824,150,7/11/2024,Completed
B11882,A14826,204,,Pending
B11883,A14827,206,10/1/2024,Completed
B11884,A14828,492,,Pending
B11885,A14829,417,,Pending
B11886,A14831,67,,Pending
B11887,A14832,460,,Pending
B11888,A14833,370,11/12/2024,Completed
B11889,A14834,454,2/13/2024,Completed
B11890,A14836,207,,Pending
B11891,A14840,303,8/12/2024,Completed
B11892,A14841,446,4/11/2024,Completed
B11893,A14845,389,,Pending
B11894,A14853,71,11/30/2024,Completed
B11895,A14855,378,,Pending
B11896,A14856,380,,Pending
B11897,A14857,99,,Pending
B11898,A14858,497,2/2/2025,Completed
B11899,A14863,329,,Pending
B11900,A14866,480,,Pending
B11901,A14867,430,6/19/2024,Completed
B11902,A14868,470,,Pending
B11903,A14869,158,12/27/2024,Completed
B11904,A14873,377,,Pending
B11905,A14876,420,,Pending
B11906,A14879,151,9/7/2024,Completed
B11907,A14880,77,,Pending
B11908,A14883,191,,Pending
B11909,A14887,432,,Pending
B11910,A14893,72,,Pending
B11911,A14894,386,7/22/2024,Completed
B11912,A14895,142,10/4/2024,Completed
B11913,A14896,405,,Pending
B11914,A14898,224,11/12/2024,Completed
B11915,A14899,269,8/19/2024,Completed
B11916,A14901,87,3/11/2024,Completed
B11917,A14904,325,4/5/2024,Completed
B11918,A14905,221,,Pending
B11919,A14907,89,,Pending
B11920,A14910,440,12/26/2024,Completed
B11921,A14911,58,,Pending
B11922,A14916,170,2/18/2025,Completed
B11923,A14921,168,7/1/2024,Completed
B11924,A14922,120,,Pending
B11925,A14924,192,,Pending
B11926,A14927,480,,Pending
B11927,A14928,209,3/23/2024,Completed
B11928,A14930,265,9/10/2024,Completed
B11929,A14931,286,1/8/2025,Completed
B11930,A14935,61,,Pending
B11931,A14937,229,8/6/2024,Completed
B11932,A14939,299,,Pending
B11933,A14944,275,1/12/2025,Completed
B11934,A14947,472,10/11/2024,Completed
B11935,A14948,146,,Pending
B11936,A14950,150,,Pending
B11937,A14955,215,3/15/2024,Completed
B11938,A14957,240,,Pending
B11939,A14963,269,7/2/2024,Completed
B11940,A14964,205,,Pending
B11941,A14965,81,8/8/2024,Completed
B11942,A14971,451,7/14/2024,Completed
B11943,A14972,192,12/14/2024,Completed
B11944,A14982,115,2/21/2025,Completed
B11945,A14983,157,2/23/2025,Completed
B11946,A14985,113,,Pending
B11947,A14986,290,8/23/2024,Completed
B11948,A14988,398,,Pending
B11949,A14991,418,4/6/2024,Completed
B11950,A14993,305,3/25/2024,Completed
B11951,A14999,89,,Pending
B11952,A15000,223,10/31/2024,Completed
B11953,A15001,71,,Pending
B11954,A15003,275,,Pending
B11955,A15004,351,1/2/2025,Completed
B11956,A15007,397,7/6/2024,Completed
B11957,A15012,86,11/17/2024,Completed
B11958,A15013,163,,Pending
B11959,A15015,345,1/26/2024,Completed
B11960,A15016,206,6/11/2024,Completed
B11961,A15017,291,,Pending
B11962,A15020,142,,Pending
B11963,A15022,311,,Pending
B11964,A15023,184,,Pending
B11965,A15028,430,,Pending
B11966,A15030,443,,Pending
B11967,A15033,411,12/27/2024,Completed
B11968,A15034,100,,Pending
B11969,A15035,396,7/23/2024,Completed
B11970,A15037,370,10/14/2024,Completed
B11971,A15042,380,12/21/2024,Completed
B11972,A15044,275,,Pending
B11973,A15048,156,,Pending
B11974,A15050,133,,Pending
B11975,A15052,283,,Pending
B11976,A15053,422,7/12/2024,Completed
B11977,A15055,234,,Pending
B11978,A15056,190,7/8/2024,Completed
B11979,A15057,166,7/24/2024,Completed
B11980,A15058,219,,Pending
B11981,A15059,304,12/25/2024,Completed
B11982,A15060,408,3/18/2024,Completed
B11983,A15062,64,,Pending
B11984,A15070,80,,Pending
B11985,A15074,62,7/16/2024,Completed
B11986,A15075,161,2/28/2025,Completed
B11987,A15076,441,6/25/2024,Completed
B11988,A15078,362,2/22/2024,Completed
B11989,A15079,175,,Pending
B11990,A15081,390,1/24/2025,Completed
B11991,A15084,105,3/25/2024,Completed
B11992,A15086,409,,Pending
B11993,A15090,393,,Pending
B11994,A15092,208,,Pending
B11995,A15094,58,8/5/2024,Completed
B11996,A15096,364,1/31/2024,Completed
B11997,A15098,489,,Pending
B11998,A15103,492,8/27/2024,Completed
B11999,A15107,471,7/15/2024,Completed
B12000,A15109,247,,Pending
B12001,A15110,125,,Pending
B12002,A15115,390,,Pending
B12003,A15116,482,,Pending
B12004,A15118,393,,Pending
B12005,A15122,360,2/4/2025,Completed
B12006,A15124,442,,Pending
B12007,A15126,296,2/15/2025,Completed
B12008,A15129,476,8/14/2024,Completed
B12009,A15131,295,,Pending
B12010,A15133,265,,Pending
B12011,A15134,175,10/19/2024,Completed
B12012,A15140,295,,Pending
B12013,A15142,303,8/20/2024,Completed
B12014,A15145,319,11/27/2024,Completed
B12015,A15146,181,,Pending
B12016,A15147,381,,Pending
B12017,A15150,133,4/29/2024,Completed
B12018,A15151,260,,Pending
B12019,A15154,490,,Pending
B12020,A15155,238,,Pending
B12021,A15156,139,,Pending
B12022,A15159,315,3/14/2024,Completed
B12023,A15162,331,,Pending
B12024,A15163,229,4/9/2024,Completed
B12025,A15164,79,,Pending
B12026,A15169,280,6/24/2024,Completed
B12027,A15171,489,,Pending
B12028,A15177,326,1/24/2025,Completed
B12029,A15179,134,5/18/2024,Completed
B12030,A15180,214,1/11/2025,Completed
B12031,A15184,336,,Pending
B12032,A15186,217,1/27/2024,Completed
B12033,A15189,211,6/27/2024,Completed
B12034,A15190,193,12/3/2024,Completed
B12035,A15193,429,6/28/2024,Completed
B12036,A15196,259,1/25/2024,Completed
B12037,A15197,211,,Pending
B12038,A15199,136,3/8/2024,Completed
B12039,A15200,320,8/4/2024,Completed
B12040,A15205,335,,Pending
B12041,A15206,90,,Pending
B12042,A15207,115,,Pending
B12043,A15224,457,6/29/2024,Completed
B12044,A15227,357,2/4/2025,Completed
B12045,A15229,291,10/18/2024,Completed
B12046,A15232,97,,Pending
B12047,A15233,346,,Pending
B12048,A15237,325,2/23/2024,Completed
B12049,A15239,79,1/3/2025,Completed
B12050,A15243,193,,Pending
B12051,A15246,375,1/15/2024,Completed
B12052,A15249,72,6/14/2024,Completed
B12053,A15250,272,,Pending
B12054,A15251,76,,Pending
B12055,A15252,101,1/24/2024,Completed
B12056,A15253,225,5/25/2024,Completed
B12057,A15254,449,4/15/2024,Completed
B12058,A15255,428,10/12/2024,Completed
B12059,A15257,236,,Pending
B12060,A15258,202,,Pending
B12061,A15265,363,,Pending
B12062,A15268,294,,Pending
B12063,A15270,200,,Pending
B12064,A15272,84,,Pending
B12065,A15274,79,,Pending
B12066,A15275,127,,Pending
B12067,A15276,484,,Pending
B12068,A15277,361,,Pending
B12069,A15278,385,12/27/2024,Completed
B12070,A15279,105,,Pending
B12071,A15280,98,11/25/2024,Completed
B12072,A15282,432,,Pending
B12073,A15283,374,,Pending
B12074,A15284,343,,Pending
B12075,A15286,51,2/21/2024,Completed
B12076,A15287,171,,Pending
B12077,A15289,112,6/16/2024,Completed
B12078,A15290,230,2/14/2025,Completed
B12079,A15293,356,,Pending
B12080,A15294,273,5/30/2024,Completed
B12081,A15300,138,,Pending
B12082,A15301,426,11/11/2024,Completed
B12083,A15302,91,,Pending
B12084,A15303,160,1/31/2025,Completed
B12085,A15309,125,2/15/2025,Completed
B12086,A15312,387,2/17/2025,Completed
B12087,A15314,318,,Pending
B12088,A15315,482,8/23/2024,Completed
B12089,A15318,134,,Pending
B12090,A15319,354,4/25/2024,Completed
B12091,A15320,474,10/16/2024,Completed
B12092,A15321,406,2/29/2024,Completed
B12093,A15324,490,,Pending
B12094,A15326,277,11/25/2024,Completed
B12095,A15327,118,,Pending
B12096,A15328,105,4/25/2024,Completed
B12097,A15335,58,12/27/2024,Completed
B12098,A15339,357,,Pending
B12099,A15340,209,9/27/2024,Completed
B12100,A15341,465,,Pending
B12101,A15345,118,,Pending
B12102,A15348,358,12/31/2024,Completed
B12103,A15350,152,7/26/2024,Completed
B12104,A15354,327,6/2/2024,Completed
B12105,A15356,138,2/9/2025,Completed
B12106,A15361,446,3/28/2024,Completed
B12107,A15362,206,,Pending
B12108,A15366,208,10/30/2024,Completed
B12109,A15368,280,7/3/2024,Completed
B12110,A15371,380,,Pending
B12111,A15372,354,,Pending
B12112,A15381,251,6/4/2024,Completed
B12113,A15382,328,,Pending
B12114,A15385,120,,Pending
B12115,A15387,452,,Pending
B12116,A15388,328,,Pending
B12117,A15390,317,,Pending
B12118,A15391,292,9/25/2024,Completed
B12119,A15392,278,,Pending
B12120,A15393,182,2/11/2025,Completed
B12121,A15394,412,,Pending
B12122,A15395,227,,Pending
B12123,A15396,169,,Pending
B12124,A15397,146,,Pending
B12125,A15399,449,,Pending
B12126,A15400,216,4/19/2024,Completed
B12127,A15401,355,1/13/2024,Completed
B12128,A15408,56,,Pending
B12129,A15409,331,,Pending
B12130,A15411,67,,Pending
B12131,A15414,57,12/1/2024,Completed
B12132,A15415,127,,Pending
B12133,A15418,333,,Pending
B12134,A15422,446,,Pending
B12135,A15426,443,,Pending
B12136,A15427,200,,Pending
B12137,A15430,94,,Pending
B12138,A15435,246,,Pending
B12139,A15437,256,6/5/2024,Completed
B12140,A15438,315,,Pending
B12141,A15440,277,,Pending
B12142,A15442,229,,Pending
B12143,A15443,269,2/4/2024,Completed
B12144,A15446,93,,Pending
B12145,A15451,118,7/24/2024,Completed
B12146,A15453,302,9/1/2024,Completed
B12147,A15454,391,,Pending
B12148,A15455,194,,Pending
B12149,A15456,294,,Pending
B12150,A15457,293,,Pending
B12151,A15458,249,,Pending
B12152,A15461,320,,Pending
B12153,A15465,287,,Pending
B12154,A15471,199,7/8/2024,Completed
B12155,A15476,203,,Pending
B12156,A15478,273,10/8/2024,Completed
B12157,A15479,317,9/24/2024,Completed
B12158,A15481,258,3/18/2024,Completed
B12159,A15482,163,,Pending
B12160,A15483,400,,Pending
B12161,A15485,206,,Pending
B12162,A15487,426,,Pending
B12163,A15490,347,12/18/2024,Completed
B12164,A15492,469,4/25/2024,Completed
B12165,A15498,188,1/17/2025,Completed
B12166,A15499,112,,Pending
B12167,A15500,425,,Pending
B12168,A15502,77,,Pending
B12169,A15503,245,,Pending
B12170,A15504,89,8/13/2024,Completed
B12171,A15505,194,,Pending
B12172,A15506,283,1/4/2024,Completed
B12173,A15509,154,,Pending
B12174,A15510,388,11/8/2024,Completed
B12175,A15513,188,2/18/2025,Completed
B12176,A15515,116,2/8/2025,Completed
B12177,A15517,132,1/28/2025,Completed
B12178,A15524,283,,Pending
B12179,A15525,457,,Pending
B12180,A15526,220,,Pending
B12181,A15527,217,,Pending
B12182,A15528,258,2/26/2024,Completed
B12183,A15529,254,5/20/2024,Completed
B12184,A15531,70,,Pending
B12185,A15532,87,,Pending
B12186,A15533,334,,Pending
B12187,A15536,172,,Pending
B12188,A15539,271,2/12/2024,Completed
B12189,A15545,126,6/20/2024,Completed
B12190,A15546,72,5/24/2024,Completed
B12191,A15548,154,8/5/2024,Completed
B12192,A15550,144,,Pending
B12193,A15551,483,,Pending
B12194,A15552,68,,Pending
B12195,A15553,437,,Pending
B12196,A15554,377,,Pending
B12197,A15564,106,11/13/2024,Completed
B12198,A15565,74,1/17/2025,Completed
B12199,A15566,215,,Pending
B12200,A15570,481,,Pending
B12201,A15572,354,,Pending
B12202,A15573,57,,Pending
B12203,A15574,499,2/11/2024,Completed
B12204,A15575,469,5/30/2024,Completed
B12205,A15578,179,8/6/2024,Completed
B12206,A15582,105,,Pending
B12207,A15584,411,1/5/2024,Completed
B12208,A15585,470,,Pending
B12209,A15587,145,1/5/2024,Completed
B12210,A15588,404,7/30/2024,Completed
B12211,A15601,103,11/17/2024,Completed
B12212,A15604,228,,Pending
B12213,A15605,148,8/30/2024,Completed
B12214,A15606,66,,Pending
B12215,A15609,362,,Pending
B12216,A15610,260,,Pending
B12217,A15611,170,,Pending
B12218,A15614,430,9/24/2024,Completed
B12219,A15615,138,,Pending
B12220,A15620,479,3/21/2024,Completed
B12221,A15623,439,5/18/2024,Completed
B12222,A15627,56,,Pending
B12223,A15628,116,3/18/2024,Completed
B12224,A15629,101,,Pending
B12225,A15634,181,,Pending
B12226,A15635,446,,Pending
B12227,A15640,407,,Pending
B12228,A15644,496,,Pending
B12229,A15649,139,10/24/2024,Completed
B12230,A15651,482,,Pending
B12231,A15652,51,,Pending
B12232,A15655,412,9/24/2024,Completed
B12233,A15658,429,12/18/2024,Completed
B12234,A15660,321,,Pending
B12235,A15661,378,,Pending
B12236,A15666,389,,Pending
B12237,A15669,460,10/14/2024,Completed
B12238,A15674,326,,Pending
B12239,A15675,455,,Pending
B12240,A15676,498,,Pending
B12241,A15683,53,1/10/2024,Completed
B12242,A15684,192,,Pending
B12243,A15685,147,11/30/2024,Completed
B12244,A15688,435,,Pending
B12245,A15693,248,7/6/2024,Completed
B12246,A15696,267,,Pending
B12247,A15698,334,11/22/2024,Completed
B12248,A15699,321,,Pending
B12249,A15702,386,,Pending
B12250,A15704,408,8/5/2024,Completed
B12251,A15705,135,,Pending
B12252,A15706,97,11/1/2024,Completed
B12253,A15707,339,4/5/2024,Completed
B12254,A15709,380,,Pending
B12255,A15714,193,10/13/2024,Completed
B12256,A15716,484,,Pending
B12257,A15720,401,,Pending
B12258,A15723,478,,Pending
B12259,A15724,274,,Pending
B12260,A15725,300,,Pending
B12261,A15726,373,,Pending
B12262,A15728,119,,Pending
B12263,A15729,282,,Pending
B12264,A15736,406,,Pending
B12265,A15738,93,5/20/2024,Completed
B12266,A15739,256,5/9/2024,Completed
B12267,A15746,390,8/14/2024,Completed
B12268,A15752,494,,Pending
B12269,A15755,119,,Pending
B12270,A15761,493,4/1/2024,Completed
B12271,A15762,291,9/2/2024,Completed
B12272,A15763,258,6/5/2024,Completed
B12273,A15764,467,6/1/2024,Completed
B12274,A15765,324,,Pending
B12275,A15766,177,11/2/2024,Completed
B12276,A15769,408,8/9/2024,Completed
B12277,A15772,298,9/7/2024,Completed
B12278,A15773,73,10/21/2024,Completed
B12279,A15774,322,,Pending
B12280,A15776,184,,Pending
B12281,A15793,498,,Pending
B12282,A15796,321,7/8/2024,Completed
B12283,A15798,71,,Pending
B12284,A15799,497,12/29/2024,Completed
B12285,A15803,370,,Pending
B12286,A15805,53,10/27/2024,Completed
B12287,A15806,327,8/9/2024,Completed
B12288,A15812,145,,Pending
B12289,A15815,413,,Pending
B12290,A15817,54,6/25/2024,Completed
B12291,A15822,217,,Pending
B12292,A15824,299,7/12/2024,Completed
B12293,A15825,155,,Pending
B12294,A15827,258,7/11/2024,Completed
B12295,A15828,347,,Pending
B12296,A15831,380,2/23/2025,Completed
B12297,A15832,138,,Pending
B12298,A15833,125,,Pending
B12299,A15835,164,,Pending
B12300,A15836,69,,Pending
B12301,A15842,423,6/4/2024,Completed
B12302,A15844,190,,Pending
B12303,A15845,303,3/24/2024,Completed
B12304,A15848,416,4/4/2024,Completed
B12305,A15855,156,,Pending
B12306,A15856,84,,Pending
B12307,A15859,326,,Pending
B12308,A15862,99,,Pending
B12309,A15864,489,1/9/2025,Completed
B12310,A15866,87,,Pending
B12311,A15875,249,9/27/2024,Completed
B12312,A15877,397,,Pending
B12313,A15880,440,6/26/2024,Completed
B12314,A15881,405,1/14/2025,Completed
B12315,A15882,176,1/20/2025,Completed
B12316,A15884,88,4/23/2024,Completed
B12317,A15885,112,,Pending
B12318,A15886,288,,Pending
B12319,A15887,459,12/17/2024,Completed
B12320,A15888,87,,Pending
B12321,A15892,62,,Pending
B12322,A15893,376,2/13/2024,Completed
B12323,A15894,93,2/3/2025,Completed
B12324,A15896,50,8/28/2024,Completed
B12325,A15901,203,8/4/2024,Completed
