AppointmentID,PetID,VetID,ServiceType,ApptDate,Status,LocationID
A15443,P05454,V1017,Checkup,2/4/2024,Completed,L001
A15444,P05575,V1047,Tooth Extraction,6/29/2025,Scheduled,L001
A15445,P06684,V1026,Checkup,2/11/2026,Cancelled,L001
A15446,P04878,V1005,Tooth Extraction,1/25/2025,Completed,L002
A15447,P02431,V1017,Skin Treatment,12/12/2026,Scheduled,L001
A15448,P03221,V1048,Surgery,11/25/2025,Cancelled,L001
A15449,P08336,V1045,Skin Treatment,4/1/2026,Cancelled,L001
A15450,P03115,V1008,Checkup,7/6/2026,Scheduled,L001
A15451,P00329,V1016,Surgery,7/24/2024,Completed,L001
A15452,P00949,V1034,Tooth Extraction,7/3/2025,Cancelled,L001
A15453,P07144,V1010,Neurological Exam,9/1/2024,Completed,L002
A15454,P05657,V1041,Checkup,8/22/2024,Completed,L002
A15455,P00309,V1035,Checkup,9/28/2024,Completed,L001
A15456,P05831,V1038,Dental Cleaning,6/12/2024,Completed,L001
A15457,P02584,V1029,Emergency,6/18/2024,Completed,L001
A15458,P09154,V1041,Skin Treatment,5/24/2024,Completed,L001
A15459,P05141,V1000,Heart Screening,7/3/2026,Cancelled,L001
A15460,P08251,V1003,Surgery,10/6/2025,Cancelled,L002
A15461,P09381,V1034,Checkup,1/17/2025,Completed,L001
A15462,P04540,V1027,Checkup,6/22/2025,Cancelled,L001
A15463,P07731,V1010,Neurological Exam,8/6/2026,Scheduled,L001
A15464,P03344,V1011,Neurological Exam,3/28/2025,Scheduled,L001
A15465,P04058,V1021,Skin Treatment,2/2/2025,Completed,L002
A15466,P06429,V1038,Checkup,1/20/2026,Cancelled,L001
A15467,P03071,V1038,Tooth Extraction,2/9/2026,Scheduled,L002
A15468,P09302,V1025,Checkup,3/14/2025,Cancelled,L002
A15469,P06621,V1045,Checkup,5/11/2026,Cancelled,L001
A15470,P02096,V1004,Tooth Extraction,9/26/2025,Scheduled,L001
A15471,P01085,V1037,Checkup,7/8/2024,Completed,L001
A15472,P04548,V1001,Checkup,3/24/2026,Scheduled,L001
A15473,P02894,V1038,Checkup,10/31/2026,Scheduled,L002
A15474,P07355,V1015,Emergency,9/4/2025,Cancelled,L002
A15475,P03425,V1010,Checkup,8/31/2025,Cancelled,L002
A15476,P09268,V1013,Surgery,5/26/2024,Completed,L001
A15477,P01310,V1048,Emergency,3/1/2026,Scheduled,L001
A15478,P04034,V1031,Checkup,10/8/2024,Completed,L001
A15479,P04771,V1035,Checkup,9/24/2024,Completed,L001
A15480,P08065,V1014,Skin Treatment,7/1/2026,Scheduled,L002
A15481,P01617,V1019,Surgery,3/18/2024,Completed,L001
A15482,P03203,V1023,Checkup,2/19/2024,Completed,L002
A15483,P09297,V1046,Emergency,6/20/2024,Completed,L001
A15484,P06644,V1009,Surgery,3/16/2026,Scheduled,L001
A15485,P09513,V1005,Dental Cleaning,2/27/2024,Completed,L002
A15486,P01883,V1037,Skin Treatment,4/27/2026,Scheduled,L002
A15487,P08775,V1042,Tooth Extraction,2/1/2024,Completed,L002
A15488,P03292,V1018,Neurological Exam,8/1/2026,Scheduled,L001
A15489,P08418,V1029,Neurological Exam,6/21/2026,Cancelled,L001
A15490,P00995,V1035,Tooth Extraction,12/18/2024,Completed,L001
A15491,P01919,V1010,Emergency,6/30/2026,Cancelled,L002
A15492,P07519,V1007,Heart Screening,4/25/2024,Completed,L001
A15493,P05916,V1037,Skin Treatment,12/23/2026,Cancelled,L001
A15494,P06682,V1002,Heart Screening,2/11/2026,Scheduled,L001
A15495,P01623,V1006,Checkup,8/24/2026,Cancelled,L002
A15496,P04412,V1014,Checkup,6/6/2025,Cancelled,L002
A15497,P05147,V1030,Surgery,6/4/2026,Scheduled,L001
A15498,P02683,V1036,Heart Screening,1/17/2025,Completed,L001
A15499,P02714,V1007,Heart Screening,11/7/2024,Completed,L001
A15500,P07069,V1047,Checkup,3/31/2024,Completed,L002
A15501,P09244,V1027,Skin Treatment,6/28/2026,Scheduled,L002
A15502,P03168,V1010,Emergency,12/21/2024,Completed,L001
A15503,P02189,V1001,Skin Treatment,3/30/2024,Completed,L001
A15504,P07860,V1024,Surgery,8/13/2024,Completed,L001
A15505,P08977,V1002,Checkup,12/25/2024,Completed,L001
A15506,P07672,V1012,Checkup,1/4/2024,Completed,L001
A15507,P01056,V1017,Checkup,8/26/2026,Scheduled,L001
A15508,P05514,V1027,Skin Treatment,11/9/2026,Scheduled,L001
A15509,P05440,V1020,Emergency,1/10/2024,Completed,L001
A15510,P01191,V1028,Heart Screening,11/8/2024,Completed,L002
A15511,P05556,V1035,Checkup,6/21/2026,Scheduled,L001
A15512,P08139,V1022,Checkup,5/27/2026,Cancelled,L002
A15513,P05178,V1041,Skin Treatment,2/18/2025,Completed,L001
A15514,P06486,V1019,Surgery,9/2/2025,Scheduled,L002
A15515,P04156,V1005,Checkup,2/8/2025,Completed,L001
A15516,P04320,V1009,Surgery,1/10/2026,Cancelled,L001
A15517,P04339,V1005,Checkup,1/28/2025,Completed,L001
A15518,P03053,V1036,Emergency,9/29/2026,Cancelled,L001
A15519,P01086,V1025,Checkup,4/26/2026,Scheduled,L002
A15520,P04938,V1034,Tooth Extraction,7/25/2025,Scheduled,L001
A15521,P02464,V1011,Neurological Exam,1/7/2026,Scheduled,L001
A15522,P01193,V1013,Surgery,10/10/2026,Scheduled,L002
A15523,P09949,V1011,Checkup,10/17/2026,Cancelled,L001
A15524,P03817,V1024,Surgery,2/25/2024,Completed,L001
A15525,P06659,V1039,Checkup,2/28/2024,Completed,L001
A15526,P03712,V1044,Checkup,1/11/2025,Completed,L002
A15527,P07849,V1040,Heart Screening,10/26/2024,Completed,L002
A15528,P05807,V1039,Checkup,2/26/2024,Completed,L002
A15529,P07704,V1012,Emergency,5/20/2024,Completed,L002
A15530,P02990,V1022,Checkup,9/30/2025,Scheduled,L001
A15531,P05386,V1025,Checkup,5/9/2024,Completed,L002
A15532,P03598,V1028,Emergency,9/19/2024,Completed,L002
A15533,P07112,V1025,Heart Screening,12/8/2024,Completed,L002
A15534,P00227,V1002,Emergency,1/21/2026,Cancelled,L002
A15535,P04177,V1003,Emergency,6/19/2025,Cancelled,L001
A15536,P07092,V1036,Checkup,9/8/2024,Completed,L001
A15537,P06502,V1014,Checkup,1/11/2026,Cancelled,L002
A15538,P09811,V1018,Emergency,8/23/2026,Cancelled,L002
A15539,P08799,V1027,Skin Treatment,2/12/2024,Completed,L002
A15540,P05573,V1034,Checkup,9/8/2026,Cancelled,L002
A15541,P08057,V1010,Emergency,9/21/2026,Scheduled,L002
A15542,P04545,V1030,Emergency,12/4/2025,Cancelled,L002
A15543,P01198,V1020,Checkup,1/9/2026,Cancelled,L001
A15544,P03039,V1022,Skin Treatment,1/13/2026,Scheduled,L001
A15545,P08985,V1034,Dental Cleaning,6/20/2024,Completed,L002
A15546,P04233,V1035,Checkup,5/24/2024,Completed,L002
A15547,P08501,V1036,Checkup,4/27/2025,Scheduled,L001
A15548,P05140,V1022,Checkup,8/5/2024,Completed,L002
A15549,P03043,V1026,Checkup,12/16/2025,Cancelled,L001
A15550,P01248,V1017,Checkup,10/28/2024,Completed,L001
A15551,P03323,V1028,Checkup,2/2/2025,Completed,L001
A15552,P05792,V1048,Surgery,3/18/2024,Completed,L002
A15553,P05807,V1024,Emergency,2/24/2025,Completed,L001
A15554,P06540,V1028,Emergency,1/8/2024,Completed,L002
A15555,P02455,V1015,Emergency,5/2/2026,Cancelled,L001
A15556,P05293,V1008,Checkup,7/20/2026,Cancelled,L001
A15557,P09726,V1031,Checkup,6/29/2025,Cancelled,L001
A15558,P07370,V1036,Heart Screening,7/14/2025,Scheduled,L001
A15559,P00912,V1030,Surgery,7/3/2026,Scheduled,L002
A15560,P03413,V1015,Emergency,3/4/2025,Scheduled,L001
A15561,P04905,V1012,Neurological Exam,5/3/2026,Cancelled,L001
A15562,P08402,V1044,Neurological Exam,10/22/2025,Scheduled,L001
A15563,P04370,V1035,Tooth Extraction,5/31/2025,Cancelled,L001
A15564,P02249,V1028,Heart Screening,11/13/2024,Completed,L001
A15565,P09563,V1035,Dental Cleaning,1/17/2025,Completed,L002
A15566,P07773,V1016,Emergency,2/6/2024,Completed,L001
A15567,P00063,V1036,Checkup,7/24/2026,Cancelled,L002
A15568,P07420,V1036,Checkup,2/15/2026,Scheduled,L001
A15569,P01017,V1007,Emergency,5/10/2025,Cancelled,L001
A15570,P04058,V1015,Surgery,5/3/2024,Completed,L002
A15571,P08851,V1005,Checkup,8/14/2026,Cancelled,L002
A15572,P06792,V1032,Checkup,9/11/2024,Completed,L002
A15573,P03084,V1031,Checkup,1/19/2025,Completed,L001
A15574,P00969,V1009,Surgery,2/11/2024,Completed,L002
A15575,P01007,V1042,Dental Cleaning,5/30/2024,Completed,L001
A15576,P07571,V1046,Surgery,5/4/2026,Cancelled,L001
A15577,P08511,V1039,Checkup,4/17/2025,Cancelled,L001
A15578,P09984,V1030,Emergency,8/6/2024,Completed,L001
A15579,P00042,V1015,Emergency,3/23/2025,Cancelled,L002
A15580,P09357,V1030,Surgery,12/20/2025,Scheduled,L001
A15581,P08161,V1020,Checkup,7/31/2026,Cancelled,L001
A15582,P07336,V1033,Checkup,2/14/2025,Completed,L002
A15583,P09087,V1015,Emergency,12/1/2026,Scheduled,L002
A15584,P01059,V1042,Checkup,1/5/2024,Completed,L002
A15585,P07597,V1018,Emergency,9/13/2024,Completed,L001
A15586,P08241,V1037,Skin Treatment,12/22/2025,Scheduled,L001
A15587,P05345,V1035,Checkup,1/5/2024,Completed,L001
A15588,P02486,V1039,Checkup,7/30/2024,Completed,L002
A15589,P06780,V1022,Checkup,2/2/2026,Cancelled,L001
A15590,P00977,V1040,Emergency,10/15/2025,Scheduled,L001
A15591,P02103,V1033,Dental Cleaning,11/17/2025,Scheduled,L001
A15592,P06334,V1036,Emergency,6/29/2025,Cancelled,L001
A15593,P06600,V1022,Skin Treatment,5/6/2026,Scheduled,L001
A15594,P06588,V1006,Checkup,3/17/2026,Cancelled,L002
A15595,P06914,V1015,Emergency,3/25/2026,Scheduled,L002
A15596,P00915,V1036,Checkup,7/26/2026,Scheduled,L002
A15597,P05718,V1014,Checkup,10/24/2026,Scheduled,L001
A15598,P04241,V1048,Emergency,8/28/2025,Scheduled,L001
A15599,P07431,V1026,Neurological Exam,2/14/2026,Cancelled,L001
A15600,P08164,V1002,Emergency,8/30/2025,Scheduled,L002
A15601,P04010,V1012,Neurological Exam,11/17/2024,Completed,L001
A15602,P00517,V1012,Checkup,11/19/2025,Scheduled,L002
A15603,P01302,V1035,Tooth Extraction,8/15/2025,Scheduled,L001
A15604,P07960,V1023,Skin Treatment,2/25/2024,Completed,L002
A15605,P06296,V1042,Checkup,8/30/2024,Completed,L002
A15606,P01310,V1049,Surgery,2/5/2024,Completed,L001
A15607,P00613,V1017,Checkup,5/25/2026,Scheduled,L001
A15608,P05191,V1020,Neurological Exam,7/6/2025,Cancelled,L001
A15609,P09853,V1045,Checkup,3/26/2024,Completed,L002
A15610,P09731,V1002,Emergency,9/4/2024,Completed,L002
A15611,P01325,V1018,Neurological Exam,10/11/2024,Completed,L002
A15612,P00742,V1019,Surgery,9/4/2025,Scheduled,L001
A15613,P02494,V1014,Skin Treatment,12/12/2025,Scheduled,L001
A15614,P06917,V1019,Surgery,9/24/2024,Completed,L002
A15615,P07056,V1015,Emergency,5/13/2024,Completed,L002
A15616,P09554,V1009,Surgery,9/9/2026,Cancelled,L001
A15617,P02206,V1010,Checkup,9/5/2025,Scheduled,L002
A15618,P00074,V1023,Skin Treatment,4/15/2025,Scheduled,L002
A15619,P02253,V1016,Emergency,3/3/2025,Scheduled,L001
A15620,P08223,V1022,Checkup,3/21/2024,Completed,L001
A15621,P07688,V1021,Checkup,6/8/2026,Cancelled,L001
A15622,P00449,V1016,Emergency,7/30/2025,Cancelled,L001
A15623,P00221,V1033,Checkup,5/18/2024,Completed,L002
A15624,P07785,V1031,Skin Treatment,8/20/2026,Cancelled,L001
A15625,P09712,V1043,Dental Cleaning,11/29/2026,Scheduled,L001
A15626,P01784,V1042,Checkup,7/30/2026,Scheduled,L001
A15627,P08288,V1029,Checkup,2/5/2025,Completed,L001
A15628,P09955,V1034,Tooth Extraction,3/18/2024,Completed,L001
A15629,P00750,V1032,Heart Screening,5/16/2024,Completed,L001
A15630,P04425,V1048,Surgery,10/13/2025,Cancelled,L001
A15631,P01058,V1006,Skin Treatment,12/7/2025,Scheduled,L001
A15632,P00527,V1042,Dental Cleaning,8/12/2026,Cancelled,L001
A15633,P07240,V1040,Heart Screening,9/1/2025,Cancelled,L002
A15634,P04245,V1025,Emergency,1/5/2025,Completed,L001
A15635,P04730,V1039,Skin Treatment,4/17/2024,Completed,L002
A15636,P00885,V1048,Surgery,2/26/2026,Scheduled,L001
A15637,P06118,V1044,Checkup,4/9/2026,Cancelled,L002
A15638,P07321,V1022,Checkup,7/4/2025,Cancelled,L002
A15639,P09320,V1036,Checkup,12/30/2026,Cancelled,L002
A15640,P07945,V1020,Neurological Exam,9/3/2024,Completed,L002
A15641,P09625,V1001,Skin Treatment,3/22/2026,Cancelled,L001
A15642,P00260,V1026,Checkup,6/6/2026,Cancelled,L001
A15643,P07859,V1035,Tooth Extraction,8/16/2025,Scheduled,L001
A15644,P01514,V1024,Surgery,4/18/2024,Completed,L001
A15645,P00072,V1035,Checkup,3/19/2026,Scheduled,L001
A15646,P01260,V1018,Neurological Exam,8/27/2025,Cancelled,L001
A15647,P04526,V1017,Checkup,6/14/2025,Scheduled,L002
A15648,P05450,V1031,Skin Treatment,11/15/2026,Cancelled,L002
A15649,P09844,V1036,Emergency,10/24/2024,Completed,L001
A15650,P01970,V1047,Tooth Extraction,11/25/2025,Scheduled,L002
A15651,P07856,V1021,Checkup,11/21/2024,Completed,L002
A15652,P06836,V1011,Emergency,1/22/2025,Completed,L002
A15653,P03007,V1000,Heart Screening,12/11/2025,Cancelled,L001
A15654,P04034,V1003,Emergency,5/7/2025,Scheduled,L001
A15655,P08306,V1021,Skin Treatment,9/24/2024,Completed,L001
A15656,P02452,V1026,Neurological Exam,8/8/2026,Scheduled,L002
A15657,P05465,V1012,Checkup,6/4/2026,Cancelled,L002
A15658,P02640,V1019,Surgery,12/18/2024,Completed,L001
A15659,P07806,V1009,Surgery,8/22/2025,Cancelled,L001
A15660,P00048,V1015,Surgery,5/7/2024,Completed,L001
A15661,P03955,V1034,Dental Cleaning,1/26/2024,Completed,L002
A15662,P07746,V1032,Heart Screening,7/19/2025,Cancelled,L001
A15663,P06033,V1022,Skin Treatment,4/14/2025,Scheduled,L002
A15664,P02823,V1030,Emergency,6/26/2026,Scheduled,L001
A15665,P02170,V1032,Heart Screening,7/27/2025,Scheduled,L002
A15666,P08952,V1007,Checkup,2/24/2025,Completed,L002
A15667,P00758,V1030,Emergency,11/24/2026,Scheduled,L002
A15668,P01838,V1049,Emergency,4/4/2025,Cancelled,L001
A15669,P03965,V1036,Emergency,10/14/2024,Completed,L002
A15670,P00008,V1011,Checkup,6/4/2026,Scheduled,L001
A15671,P08956,V1000,Emergency,8/22/2026,Cancelled,L001
A15672,P02135,V1021,Checkup,5/27/2025,Scheduled,L001
A15673,P09510,V1038,Dental Cleaning,3/10/2025,Cancelled,L001
A15674,P05461,V1034,Tooth Extraction,1/3/2024,Completed,L001
A15675,P01597,V1029,Emergency,2/5/2024,Completed,L002
A15676,P07984,V1030,Emergency,4/30/2024,Completed,L002
A15677,P00575,V1027,Checkup,4/19/2025,Scheduled,L001
A15678,P08256,V1049,Surgery,12/17/2025,Scheduled,L002
A15679,P02080,V1018,Emergency,3/25/2025,Cancelled,L002
A15680,P04153,V1025,Heart Screening,6/26/2025,Cancelled,L001
A15681,P02122,V1038,Dental Cleaning,7/26/2026,Cancelled,L001
A15682,P05480,V1013,Emergency,5/15/2025,Cancelled,L001
A15683,P07128,V1001,Skin Treatment,1/10/2024,Completed,L001
A15684,P03993,V1019,Emergency,1/23/2024,Completed,L002
A15685,P04081,V1048,Surgery,11/30/2024,Completed,L002
A15686,P02600,V1021,Skin Treatment,10/31/2025,Scheduled,L001
A15687,P05672,V1012,Checkup,8/24/2025,Cancelled,L001
A15688,P09274,V1025,Emergency,8/3/2024,Completed,L002
A15689,P00104,V1043,Tooth Extraction,2/20/2026,Cancelled,L001
A15690,P03840,V1048,Emergency,1/15/2026,Cancelled,L001
A15691,P04389,V1036,Emergency,6/29/2025,Cancelled,L001
A15692,P06481,V1022,Skin Treatment,3/13/2025,Scheduled,L001
A15693,P03850,V1029,Checkup,7/6/2024,Completed,L001
A15694,P03049,V1045,Skin Treatment,3/15/2026,Cancelled,L001
A15695,P03043,V1020,Emergency,12/17/2025,Scheduled,L002
A15696,P07002,V1047,Tooth Extraction,8/31/2024,Completed,L001
A15697,P03011,V1013,Emergency,3/15/2025,Cancelled,L001
A15698,P09984,V1034,Checkup,11/22/2024,Completed,L001
A15699,P03676,V1031,Skin Treatment,1/26/2025,Completed,L001
A15700,P06940,V1049,Surgery,1/22/2026,Cancelled,L001
A15701,P01330,V1003,Emergency,9/21/2026,Cancelled,L001
A15702,P09123,V1029,Emergency,1/16/2024,Completed,L001
A15703,P05194,V1010,Neurological Exam,10/13/2025,Cancelled,L002
A15704,P09823,V1018,Emergency,8/5/2024,Completed,L002
A15705,P03048,V1023,Checkup,11/2/2024,Completed,L001
A15706,P09359,V1001,Skin Treatment,11/1/2024,Completed,L002
A15707,P07110,V1049,Emergency,4/5/2024,Completed,L001
A15708,P04054,V1007,Checkup,6/28/2025,Cancelled,L002
A15709,P08514,V1015,Emergency,6/23/2024,Completed,L001
A15710,P00650,V1046,Surgery,9/17/2025,Cancelled,L002
A15711,P05614,V1016,Emergency,5/9/2025,Cancelled,L001
A15712,P05470,V1020,Neurological Exam,3/21/2026,Cancelled,L001
A15713,P09660,V1023,Skin Treatment,10/28/2025,Cancelled,L002
A15714,P06003,V1014,Skin Treatment,10/13/2024,Completed,L001
A15715,P01797,V1026,Neurological Exam,7/21/2025,Cancelled,L001
A15716,P00773,V1017,Skin Treatment,3/19/2024,Completed,L001
A15717,P09529,V1041,Skin Treatment,5/19/2026,Scheduled,L001
A15718,P03619,V1017,Skin Treatment,7/23/2026,Cancelled,L002
A15719,P01395,V1042,Dental Cleaning,8/6/2026,Cancelled,L001
A15720,P03639,V1042,Tooth Extraction,11/19/2024,Completed,L002
A15721,P03059,V1035,Dental Cleaning,8/29/2026,Scheduled,L001
A15722,P09057,V1023,Skin Treatment,3/19/2025,Scheduled,L001
A15723,P09520,V1023,Skin Treatment,10/31/2024,Completed,L001
A15724,P06569,V1047,Checkup,9/24/2024,Completed,L002
A15725,P03942,V1035,Dental Cleaning,9/2/2024,Completed,L001
A15726,P02312,V1036,Heart Screening,11/26/2024,Completed,L001
A15727,P09735,V1026,Neurological Exam,11/6/2026,Cancelled,L002
A15728,P09202,V1001,Skin Treatment,9/28/2024,Completed,L001
A15729,P07911,V1002,Emergency,9/3/2024,Completed,L001
A15730,P00182,V1021,Checkup,3/22/2026,Cancelled,L001
A15731,P05886,V1036,Checkup,5/30/2025,Cancelled,L002
A15732,P05946,V1004,Dental Cleaning,8/15/2025,Cancelled,L002
A15733,P03504,V1030,Surgery,7/7/2026,Scheduled,L001
A15734,P08881,V1027,Skin Treatment,11/24/2025,Cancelled,L001
A15735,P09848,V1016,Surgery,2/18/2026,Scheduled,L002
A15736,P04496,V1009,Surgery,1/24/2024,Completed,L001
A15737,P00467,V1037,Skin Treatment,8/10/2025,Cancelled,L002
A15738,P00765,V1048,Surgery,5/20/2024,Completed,L002
A15739,P07577,V1012,Emergency,5/9/2024,Completed,L002
A15740,P05105,V1028,Checkup,2/2/2026,Scheduled,L001
A15741,P09452,V1031,Skin Treatment,7/4/2026,Cancelled,L002
A15742,P01252,V1043,Dental Cleaning,1/10/2026,Scheduled,L002
A15743,P02360,V1040,Emergency,3/20/2025,Scheduled,L002
A15744,P06494,V1017,Skin Treatment,9/8/2025,Scheduled,L002
A15745,P09321,V1038,Tooth Extraction,4/15/2025,Scheduled,L001
A15746,P06746,V1016,Surgery,8/14/2024,Completed,L002
A15747,P03028,V1005,Dental Cleaning,7/14/2025,Scheduled,L001
A15748,P06109,V1021,Skin Treatment,8/7/2025,Cancelled,L001
A15749,P09536,V1044,Neurological Exam,4/9/2025,Scheduled,L002
A15750,P09269,V1042,Dental Cleaning,12/27/2026,Scheduled,L001
A15751,P04946,V1005,Checkup,12/5/2026,Cancelled,L001
A15752,P03150,V1038,Tooth Extraction,4/22/2024,Completed,L001
A15753,P07203,V1019,Surgery,11/8/2025,Scheduled,L002
A15754,P09681,V1039,Checkup,3/29/2025,Scheduled,L001
A15755,P04432,V1046,Surgery,2/15/2024,Completed,L002
A15756,P07621,V1040,Emergency,3/10/2025,Scheduled,L001
A15757,P08257,V1001,Skin Treatment,9/6/2026,Cancelled,L001
A15758,P09721,V1032,Emergency,4/6/2025,Scheduled,L001
A15759,P02800,V1006,Skin Treatment,5/26/2025,Scheduled,L002
A15760,P03457,V1046,Surgery,10/28/2026,Scheduled,L001
A15761,P05460,V1016,Emergency,4/1/2024,Completed,L002
A15762,P02333,V1034,Tooth Extraction,9/2/2024,Completed,L001
A15763,P06524,V1039,Checkup,6/5/2024,Completed,L001
A15764,P05694,V1006,Skin Treatment,6/1/2024,Completed,L001
A15765,P03483,V1037,Checkup,2/29/2024,Completed,L002
A15766,P08399,V1013,Emergency,11/2/2024,Completed,L001
A15767,P08848,V1016,Emergency,8/1/2025,Scheduled,L001
A15768,P06674,V1008,Emergency,9/23/2026,Scheduled,L002
A15769,P00674,V1032,Emergency,8/9/2024,Completed,L001
A15770,P06980,V1007,Emergency,1/13/2026,Cancelled,L001
A15771,P08487,V1037,Skin Treatment,11/28/2026,Cancelled,L002
A15772,P07418,V1039,Skin Treatment,9/7/2024,Completed,L001
A15773,P06089,V1046,Surgery,10/21/2024,Completed,L001
A15774,P01919,V1043,Dental Cleaning,2/17/2024,Completed,L001
A15775,P02064,V1016,Emergency,4/7/2026,Cancelled,L001
A15776,P02595,V1027,Checkup,10/4/2024,Completed,L002
A15777,P01601,V1002,Checkup,6/8/2025,Cancelled,L001
A15778,P08375,V1036,Heart Screening,4/15/2026,Cancelled,L001
A15779,P08608,V1015,Emergency,6/9/2026,Scheduled,L002
A15780,P03922,V1015,Surgery,9/28/2025,Cancelled,L002
A15781,P06411,V1009,Surgery,11/2/2026,Cancelled,L002
A15782,P07189,V1046,Emergency,6/22/2025,Scheduled,L001
A15783,P07080,V1049,Surgery,5/11/2026,Scheduled,L002
A15784,P00847,V1044,Neurological Exam,12/1/2026,Cancelled,L001
A15785,P07759,V1009,Surgery,9/29/2026,Scheduled,L001
A15786,P05825,V1025,Heart Screening,12/23/2026,Cancelled,L002
A15787,P08605,V1036,Checkup,5/13/2025,Cancelled,L002
A15788,P02262,V1023,Checkup,11/9/2025,Cancelled,L001
A15789,P03550,V1013,Emergency,5/19/2026,Cancelled,L001
A15790,P07077,V1039,Skin Treatment,8/9/2026,Scheduled,L001
A15791,P00670,V1002,Heart Screening,11/15/2026,Cancelled,L001
A15792,P05376,V1007,Checkup,6/12/2026,Scheduled,L001
A15793,P09519,V1011,Neurological Exam,11/27/2024,Completed,L001
A15794,P07798,V1037,Checkup,7/10/2025,Scheduled,L002
A15795,P05592,V1016,Emergency,8/7/2026,Cancelled,L001
A15796,P00330,V1013,Surgery,7/8/2024,Completed,L002
A15797,P06663,V1019,Emergency,1/13/2026,Cancelled,L001
A15798,P09602,V1030,Emergency,3/6/2024,Completed,L002
A15799,P06883,V1019,Surgery,12/29/2024,Completed,L002
A15800,P02784,V1022,Skin Treatment,2/1/2026,Cancelled,L001
A15801,P02864,V1042,Tooth Extraction,6/17/2026,Cancelled,L001
A15802,P09612,V1018,Neurological Exam,1/8/2026,Scheduled,L001
A15803,P05483,V1019,Surgery,8/10/2024,Completed,L001
A15804,P09114,V1000,Checkup,3/29/2026,Scheduled,L002
A15805,P00721,V1007,Emergency,10/27/2024,Completed,L002
A15806,P05756,V1042,Tooth Extraction,8/9/2024,Completed,L001
A15807,P08278,V1014,Skin Treatment,9/7/2026,Scheduled,L001
A15808,P05091,V1049,Emergency,9/3/2026,Scheduled,L001
A15809,P09842,V1030,Surgery,7/4/2025,Scheduled,L001
A15810,P08570,V1046,Emergency,9/6/2026,Cancelled,L002
A15811,P04979,V1001,Checkup,5/15/2026,Cancelled,L001
A15812,P01552,V1012,Emergency,3/2/2024,Completed,L001
A15813,P07393,V1021,Skin Treatment,4/19/2026,Cancelled,L002
A15814,P00886,V1028,Heart Screening,3/16/2025,Scheduled,L002
A15815,P01311,V1036,Heart Screening,1/7/2024,Completed,L002
A15816,P00251,V1038,Tooth Extraction,10/18/2026,Scheduled,L001
A15817,P02909,V1013,Emergency,6/25/2024,Completed,L002
A15818,P06486,V1031,Skin Treatment,6/15/2025,Scheduled,L001
A15819,P00156,V1025,Heart Screening,7/15/2026,Cancelled,L002
A15820,P01774,V1014,Checkup,12/19/2025,Scheduled,L002
A15821,P02985,V1032,Checkup,6/15/2025,Scheduled,L001
A15822,P01322,V1016,Surgery,11/22/2024,Completed,L002
A15823,P08106,V1031,Skin Treatment,5/9/2025,Scheduled,L001
A15824,P07132,V1017,Skin Treatment,7/12/2024,Completed,L001
A15825,P08781,V1012,Checkup,10/30/2024,Completed,L001
A15826,P04424,V1041,Skin Treatment,1/22/2026,Scheduled,L001
A15827,P02603,V1049,Surgery,7/11/2024,Completed,L001
A15828,P00710,V1008,Neurological Exam,6/18/2024,Completed,L002
A15829,P03462,V1038,Dental Cleaning,6/3/2026,Scheduled,L002
A15830,P04832,V1008,Checkup,9/19/2025,Scheduled,L002
A15831,P04771,V1032,Heart Screening,2/23/2025,Completed,L002
A15832,P09753,V1013,Emergency,4/14/2024,Completed,L001
A15833,P09993,V1014,Skin Treatment,5/11/2024,Completed,L001
A15834,P04232,V1039,Checkup,5/11/2026,Scheduled,L001
A15835,P04421,V1008,Checkup,1/11/2025,Completed,L001
A15836,P05769,V1019,Surgery,9/6/2024,Completed,L002
A15837,P01904,V1019,Emergency,12/14/2025,Cancelled,L001
A15838,P06245,V1007,Heart Screening,3/27/2026,Scheduled,L002
A15839,P02127,V1022,Checkup,10/15/2026,Cancelled,L002
A15840,P01184,V1017,Checkup,12/18/2025,Cancelled,L002
A15841,P01779,V1004,Checkup,9/19/2025,Cancelled,L001
A15842,P01022,V1047,Tooth Extraction,6/4/2024,Completed,L001
A15843,P03946,V1003,Surgery,5/3/2025,Scheduled,L002
A15844,P09268,V1045,Skin Treatment,1/1/2024,Completed,L002
A15845,P09419,V1038,Tooth Extraction,3/24/2024,Completed,L001
A15846,P05378,V1031,Checkup,3/5/2026,Cancelled,L001
A15847,P05139,V1047,Dental Cleaning,12/16/2025,Scheduled,L001
A15848,P00602,V1037,Skin Treatment,4/4/2024,Completed,L001
A15849,P01839,V1040,Emergency,5/22/2025,Scheduled,L001
A15850,P00717,V1039,Skin Treatment,9/3/2026,Cancelled,L002
A15851,P01479,V1049,Emergency,5/6/2026,Cancelled,L002
A15852,P08899,V1042,Dental Cleaning,5/21/2025,Cancelled,L001
A15853,P05928,V1022,Skin Treatment,1/18/2026,Cancelled,L001
A15854,P05767,V1023,Skin Treatment,2/16/2026,Scheduled,L001
A15855,P02242,V1002,Checkup,8/12/2024,Completed,L002
A15856,P06327,V1000,Heart Screening,1/2/2024,Completed,L001
A15857,P02621,V1004,Checkup,12/10/2025,Cancelled,L002
A15858,P07911,V1034,Dental Cleaning,11/11/2025,Scheduled,L002
A15859,P06703,V1001,Checkup,10/8/2024,Completed,L002
