PrescriptionID,PetID,IssueDate,VetID,Diagnosis
PR02548,P04147,2/7/2025,V1013,Feline Immunodeficiency Virus
PR02549,P09500,1/15/2025,V1003,Cancer
PR02550,P03064,12/25/2024,V1019,Hypothyroidism
PR02551,P03897,3/16/2024,V1019,Distemper
PR02552,P07776,11/12/2024,V1038,Kidney Disease
PR02553,P02160,3/8/2023,V1001,Feline Immunodeficiency Virus
PR02554,P01149,3/29/2024,V1038,Bloat
PR02555,P08391,10/19/2023,V1032,Hypothyroidism
PR02556,P05042,1/4/2025,V1039,Dental Disease
PR02557,P08142,7/12/2024,V1015,Arthritis
PR02558,P05057,4/23/2024,V1011,Feline Upper Respiratory Infection
PR02559,P07777,3/1/2024,V1026,Hypothyroidism
PR02560,P01336,9/3/2023,V1009,Hypothyroidism
PR02561,P00307,1/28/2024,V1028,Parvovirus
PR02562,P05664,11/20/2024,V1038,Feline Upper Respiratory Infection
PR02563,P02281,8/29/2024,V1047,Hyperthyroidism
PR02564,P09869,8/23/2023,V1045,Foreign Body Ingestion
PR02565,P01569,2/9/2025,V1034,Lyme Disease
PR02566,P03176,2/27/2024,V1007,Kidney Disease
PR02567,P04867,5/3/2023,V1043,Pancreatitis
PR02568,P03564,6/30/2024,V1043,Allergies
PR02569,P08168,2/6/2024,V1035,Arthritis
PR02570,P06512,7/11/2023,V1012,Cushing’s Disease
PR02571,P09913,1/19/2024,V1019,Ringworm
PR02572,P06932,5/27/2024,V1032,Hip Dysplasia
PR02573,P06690,4/30/2023,V1028,Bloat
PR02574,P09259,11/25/2024,V1031,Feline Immunodeficiency Virus
PR02575,P07116,7/27/2023,V1022,Parvovirus
PR02576,P01869,12/13/2023,V1047,Parvovirus
PR02577,P01542,2/9/2024,V1036,Lyme Disease
PR02578,P09636,5/15/2023,V1026,Kidney Disease
PR02579,P07038,7/14/2024,V1009,Feline Upper Respiratory Infection
PR02580,P06783,12/2/2024,V1007,Feline Immunodeficiency Virus
PR02581,P07694,6/2/2023,V1029,Hyperthyroidism
PR02582,P03361,6/24/2023,V1016,Pancreatitis
PR02583,P06526,4/10/2024,V1009,Obesity
PR02584,P07325,12/24/2023,V1013,Hypothyroidism
PR02585,P05466,8/29/2023,V1011,Leptospirosis
PR02586,P05975,1/3/2025,V1024,Bloat
PR02587,P06938,9/22/2023,V1024,Gastroenteritis
PR02588,P08066,12/31/2023,V1047,Hypothyroidism
PR02589,P04760,6/8/2024,V1039,Feline Leukemia Virus
PR02590,P08177,10/12/2023,V1043,Distemper
PR02591,P03397,11/15/2024,V1036,Ringworm
PR02592,P09439,2/14/2025,V1017,Parvovirus
PR02593,P08392,6/20/2024,V1010,Kennel Cough
PR02594,P09251,7/10/2023,V1040,Gastroenteritis
PR02595,P03266,3/25/2024,V1027,Hypothyroidism
PR02596,P01779,7/29/2023,V1001,Cancer
PR02597,P06630,8/8/2023,V1029,Heartworm Disease
PR02598,P04164,11/7/2023,V1017,Cushing’s Disease
PR02599,P09057,11/12/2023,V1022,Feline Immunodeficiency Virus
PR02600,P09782,1/15/2025,V1034,Dental Disease
PR02601,P03077,1/28/2025,V1007,Kidney Disease
PR02602,P06475,3/20/2024,V1000,Ear Infections
PR02603,P04919,3/7/2024,V1028,Lyme Disease
PR02604,P06536,11/15/2024,V1012,Allergies
PR02605,P06884,8/12/2023,V1022,Lyme Disease
PR02606,P05213,1/18/2025,V1020,Addison’s Disease
PR02607,P02256,5/25/2024,V1004,Obesity
PR02608,P01986,3/13/2023,V1036,Hyperthyroidism
PR02609,P00519,6/21/2023,V1049,Heat Stroke
PR02610,P02082,5/15/2024,V1049,Pancreatitis
PR02611,P06566,8/2/2023,V1029,Kennel Cough
PR02612,P02517,1/13/2025,V1005,Hip Dysplasia
PR02613,P01907,8/15/2023,V1009,Hyperthyroidism
PR02614,P03988,9/27/2024,V1019,Cushing’s Disease
PR02615,P04609,10/28/2023,V1045,Addison’s Disease
PR02616,P01915,9/1/2024,V1044,Feline Upper Respiratory Infection
PR02617,P03361,9/21/2023,V1025,Foreign Body Ingestion
PR02618,P09308,8/1/2024,V1012,Heartworm Disease
PR02619,P00019,12/9/2024,V1044,Gastroenteritis
PR02620,P00479,2/15/2025,V1010,Obesity
PR02621,P06315,3/25/2023,V1025,Pancreatitis
PR02622,P02225,5/29/2023,V1049,Cushing’s Disease
PR02623,P06957,9/18/2023,V1033,Lyme Disease
PR02624,P03147,6/14/2024,V1042,Lyme Disease
PR02625,P04556,9/1/2024,V1014,Addison’s Disease
PR02626,P03961,9/4/2024,V1040,Kidney Disease
PR02627,P04361,2/6/2025,V1030,Feline Immunodeficiency Virus
PR02628,P01690,3/16/2023,V1045,Pyometra
PR02629,P08714,10/7/2024,V1018,Allergies
PR02630,P09950,9/4/2024,V1004,Pancreatitis
PR02631,P01987,4/17/2024,V1012,Parvovirus
PR02632,P03405,10/20/2024,V1038,Hypothyroidism
PR02633,P04495,9/6/2024,V1031,Foreign Body Ingestion
PR02634,P01003,6/30/2024,V1039,Heat Stroke
PR02635,P06152,11/26/2023,V1008,Hyperthyroidism
PR02636,P02622,3/21/2023,V1007,Heat Stroke
PR02637,P02439,3/18/2023,V1047,Distemper
PR02638,P00744,4/28/2024,V1039,Allergies
PR02639,P02925,8/6/2024,V1042,Kennel Cough
PR02640,P09525,4/27/2024,V1024,Leptospirosis
PR02641,P04401,4/23/2024,V1001,Heat Stroke
PR02642,P05456,11/8/2024,V1030,Heartworm Disease
PR02643,P00543,11/26/2023,V1022,Cancer
PR02644,P01660,4/15/2024,V1048,Rabies
PR02645,P00451,5/23/2024,V1011,Pancreatitis
PR02646,P07352,11/25/2024,V1002,Hypothyroidism
PR02647,P04318,2/20/2025,V1019,Foreign Body Ingestion
PR02648,P00695,8/2/2023,V1025,Kennel Cough
PR02649,P04676,9/1/2024,V1016,Obesity
PR02650,P02142,5/17/2024,V1001,Addison’s Disease
PR02651,P03392,5/7/2024,V1029,Ringworm
PR02652,P01306,4/20/2024,V1016,Rabies
PR02653,P05047,5/8/2023,V1014,Ear Infections
PR02654,P05217,6/13/2023,V1019,Addison’s Disease
PR02655,P06238,3/2/2023,V1041,Pyometra
PR02656,P02512,6/28/2023,V1032,Allergies
PR02657,P04406,11/11/2024,V1001,Heat Stroke
PR02658,P02472,10/1/2023,V1021,Arthritis
PR02659,P01077,12/4/2023,V1024,Heat Stroke
PR02660,P08663,11/21/2023,V1025,Distemper
PR02661,P06875,7/11/2023,V1016,Obesity
PR02662,P02929,6/8/2024,V1032,Lyme Disease
PR02663,P03789,10/5/2024,V1020,Hypothyroidism
PR02664,P05946,12/13/2023,V1033,Hyperthyroidism
PR02665,P01769,1/12/2025,V1003,Addison’s Disease
PR02666,P04708,9/3/2024,V1024,Foreign Body Ingestion
PR02667,P07413,1/16/2024,V1026,Rabies
PR02668,P09290,9/26/2024,V1042,Arthritis
PR02669,P02173,5/28/2023,V1039,Leptospirosis
PR02670,P00338,6/17/2024,V1043,Rabies
PR02671,P02395,8/30/2023,V1025,Leptospirosis
PR02672,P08935,8/22/2023,V1013,Kennel Cough
PR02673,P08976,2/17/2024,V1031,Arthritis
PR02674,P09906,10/17/2024,V1024,Hypothyroidism
PR02675,P09019,5/12/2023,V1020,Allergies
PR02676,P05058,12/24/2024,V1024,Diabetes Mellitus
PR02677,P04672,1/25/2025,V1005,Feline Leukemia Virus
PR02678,P08714,9/20/2023,V1043,Lyme Disease
PR02679,P02710,10/14/2024,V1007,Addison’s Disease
PR02680,P07945,12/31/2024,V1001,Pyometra
PR02681,P02663,4/9/2024,V1021,Distemper
PR02682,P05337,2/15/2025,V1045,Kidney Disease
PR02683,P08057,11/16/2023,V1044,Ear Infections
PR02684,P06966,12/22/2024,V1005,Ear Infections
PR02685,P06721,1/12/2024,V1019,Feline Leukemia Virus
PR02686,P07829,1/13/2024,V1038,Heartworm Disease
PR02687,P08415,11/24/2024,V1014,Heartworm Disease
PR02688,P02984,9/8/2024,V1003,Rabies
PR02689,P09915,11/7/2024,V1045,Cushing’s Disease
PR02690,P06683,5/17/2024,V1027,Gastroenteritis
PR02691,P00119,6/21/2023,V1033,Rabies
PR02692,P04119,9/20/2024,V1031,Cushing’s Disease
PR02693,P09342,5/18/2023,V1049,Pyometra
PR02694,P03964,3/29/2024,V1015,Pancreatitis
PR02695,P08151,4/30/2023,V1009,Parvovirus
PR02696,P08339,5/9/2024,V1011,Feline Upper Respiratory Infection
PR02697,P09744,2/21/2024,V1017,Arthritis
PR02698,P05699,3/29/2023,V1045,Bloat
PR02699,P01212,3/25/2024,V1008,Addison’s Disease
PR02700,P09044,12/6/2023,V1033,Ringworm
PR02701,P08330,9/10/2024,V1027,Parvovirus
PR02702,P09870,12/21/2024,V1008,Ringworm
PR02703,P09247,7/9/2024,V1010,Parvovirus
PR02704,P08771,5/13/2023,V1037,Allergies
PR02705,P09015,7/25/2023,V1003,Cushing’s Disease
PR02706,P06661,3/30/2023,V1004,Gastroenteritis
PR02707,P09788,10/25/2023,V1013,Cancer
PR02708,P01732,11/1/2023,V1027,Hip Dysplasia
PR02709,P02889,10/23/2024,V1018,Distemper
PR02710,P02230,12/5/2023,V1022,Feline Immunodeficiency Virus
PR02711,P07333,12/18/2024,V1024,Feline Leukemia Virus
PR02712,P06408,4/21/2023,V1024,Gastroenteritis
PR02713,P01339,1/9/2025,V1012,Distemper
PR02714,P02023,9/18/2024,V1007,Heat Stroke
PR02715,P02337,11/30/2023,V1026,Feline Immunodeficiency Virus
PR02716,P02931,6/20/2023,V1034,Pyometra
PR02717,P07243,2/1/2024,V1029,Kennel Cough
PR02718,P05051,7/11/2024,V1036,Diabetes Mellitus
PR02719,P00264,3/20/2024,V1017,Cancer
PR02720,P01667,12/26/2023,V1029,Arthritis
PR02721,P01729,8/17/2023,V1030,Addison’s Disease
PR02722,P04521,6/26/2023,V1049,Cancer
PR02723,P01295,11/16/2023,V1042,Bloat
PR02724,P00672,1/19/2024,V1046,Kidney Disease
PR02725,P09481,5/31/2024,V1033,Hypothyroidism
PR02726,P02718,10/20/2023,V1004,Heartworm Disease
PR02727,P03622,12/4/2024,V1013,Bloat
PR02728,P03217,4/2/2024,V1039,Dental Disease
PR02729,P07880,1/7/2025,V1049,Hyperthyroidism
PR02730,P08933,6/19/2023,V1021,Diabetes Mellitus
PR02731,P08778,8/15/2023,V1013,Feline Leukemia Virus
PR02732,P02880,11/5/2023,V1002,Heat Stroke
PR02733,P02369,6/16/2023,V1033,Dental Disease
PR02734,P09135,11/28/2023,V1029,Lyme Disease
PR02735,P00482,10/31/2023,V1010,Gastroenteritis
PR02736,P09162,3/22/2024,V1034,Feline Immunodeficiency Virus
PR02737,P09374,5/16/2024,V1049,Hip Dysplasia
PR02738,P04427,8/24/2023,V1045,Dental Disease
PR02739,P07029,3/3/2023,V1025,Pancreatitis
PR02740,P04461,5/6/2023,V1006,Feline Immunodeficiency Virus
PR02741,P05013,5/11/2023,V1037,Arthritis
PR02742,P03763,4/4/2024,V1030,Pancreatitis
PR02743,P03026,8/3/2023,V1026,Cancer
PR02744,P09157,1/12/2025,V1019,Ear Infections
PR02745,P01730,1/30/2025,V1019,Pancreatitis
PR02746,P07328,7/16/2024,V1022,Cancer
PR02747,P09124,3/3/2024,V1005,Cancer
PR02748,P03257,3/4/2023,V1023,Kidney Disease
PR02749,P03987,1/8/2025,V1020,Diabetes Mellitus
PR02750,P03937,5/18/2024,V1044,Bloat
PR02751,P05039,3/8/2023,V1041,Kidney Disease
PR02752,P07710,3/2/2024,V1029,Cushing’s Disease
PR02753,P08673,4/11/2023,V1046,Kidney Disease
PR02754,P02868,2/4/2025,V1042,Parvovirus
PR02755,P07519,3/6/2024,V1019,Heartworm Disease
PR02756,P08516,4/1/2023,V1045,Kennel Cough
PR02757,P06577,9/2/2023,V1048,Obesity
PR02758,P05831,5/2/2023,V1049,Arthritis
PR02759,P07086,11/15/2023,V1046,Feline Immunodeficiency Virus
PR02760,P04023,7/17/2024,V1044,Rabies
PR02761,P02868,12/11/2023,V1025,Rabies
PR02762,P04770,2/16/2024,V1045,Arthritis
PR02763,P01968,1/19/2024,V1020,Feline Upper Respiratory Infection
PR02764,P09574,1/8/2024,V1038,Heartworm Disease
PR02765,P02940,12/30/2023,V1000,Feline Immunodeficiency Virus
PR02766,P06819,11/25/2024,V1003,Cancer
PR02767,P01473,2/9/2024,V1002,Distemper
PR02768,P03347,10/27/2024,V1038,Pancreatitis
PR02769,P00319,3/22/2024,V1043,Feline Immunodeficiency Virus
PR02770,P03065,8/17/2024,V1017,Leptospirosis
PR02771,P08462,6/4/2024,V1007,Foreign Body Ingestion
PR02772,P02432,8/4/2023,V1048,Hypothyroidism
PR02773,P03995,2/2/2024,V1049,Leptospirosis
PR02774,P04302,4/28/2023,V1042,Ringworm
PR02775,P00574,8/9/2024,V1004,Cancer
PR02776,P07107,6/6/2023,V1018,Cushing’s Disease
PR02777,P02762,3/29/2024,V1009,Heartworm Disease
PR02778,P02751,9/27/2024,V1023,Leptospirosis
PR02779,P07509,10/21/2024,V1000,Obesity
PR02780,P09774,7/12/2023,V1007,Foreign Body Ingestion
PR02781,P05125,4/10/2023,V1018,Hypothyroidism
PR02782,P09122,2/20/2025,V1026,Feline Leukemia Virus
PR02783,P09801,8/23/2023,V1044,Bloat
PR02784,P09032,7/15/2023,V1007,Cancer
PR02785,P05672,3/15/2024,V1013,Ear Infections
PR02786,P04826,1/5/2025,V1031,Dental Disease
PR02787,P03842,2/23/2024,V1029,Ear Infections
PR02788,P05775,7/9/2024,V1030,Lyme Disease
PR02789,P03934,7/17/2024,V1035,Bloat
PR02790,P07104,11/25/2023,V1048,Hyperthyroidism
PR02791,P04574,5/10/2024,V1032,Feline Upper Respiratory Infection
PR02792,P09767,7/24/2023,V1007,Feline Upper Respiratory Infection
PR02793,P00933,10/2/2024,V1003,Bloat
PR02794,P08363,8/22/2024,V1017,Arthritis
PR02795,P03585,3/4/2023,V1035,Feline Leukemia Virus
PR02796,P09737,9/1/2024,V1005,Heat Stroke
PR02797,P01069,5/20/2023,V1007,Feline Upper Respiratory Infection
PR02798,P00284,7/11/2024,V1043,Feline Upper Respiratory Infection
PR02799,P01566,9/21/2024,V1002,Allergies
PR02800,P00564,11/30/2023,V1041,Lyme Disease
PR02801,P09976,10/12/2024,V1014,Feline Leukemia Virus
PR02802,P05395,4/22/2023,V1002,Obesity
PR02803,P02115,8/4/2023,V1016,Feline Leukemia Virus
PR02804,P02383,8/15/2023,V1041,Hip Dysplasia
PR02805,P01922,7/3/2023,V1045,Obesity
PR02806,P07295,1/20/2024,V1018,Pancreatitis
PR02807,P00858,3/19/2024,V1045,Hip Dysplasia
PR02808,P02808,10/1/2024,V1017,Allergies
PR02809,P09967,2/24/2025,V1030,Dental Disease
PR02810,P01703,2/4/2024,V1011,Feline Upper Respiratory Infection
PR02811,P07991,6/17/2024,V1046,Ear Infections
PR02812,P08993,11/17/2023,V1004,Ringworm
PR02813,P02597,7/10/2023,V1035,Lyme Disease
PR02814,P02022,2/8/2024,V1048,Feline Immunodeficiency Virus
PR02815,P02887,6/3/2023,V1046,Feline Leukemia Virus
PR02816,P06846,6/27/2024,V1034,Hyperthyroidism
PR02817,P03115,4/19/2024,V1002,Allergies
PR02818,P05461,8/30/2023,V1002,Heartworm Disease
PR02819,P02141,10/15/2024,V1000,Pyometra
PR02820,P03941,5/15/2023,V1043,Pancreatitis
PR02821,P08144,3/20/2023,V1047,Pyometra
PR02822,P01138,1/28/2025,V1032,Obesity
PR02823,P08111,1/22/2025,V1035,Dental Disease
PR02824,P00687,9/19/2023,V1012,Leptospirosis
PR02825,P09966,1/6/2025,V1011,Cancer
PR02826,P00035,10/28/2023,V1010,Foreign Body Ingestion
PR02827,P05783,7/27/2024,V1041,Feline Leukemia Virus
PR02828,P03719,9/30/2023,V1044,Hyperthyroidism
PR02829,P01561,4/24/2023,V1012,Rabies
PR02830,P07289,5/31/2023,V1038,Feline Immunodeficiency Virus
PR02831,P08346,3/9/2024,V1037,Bloat
PR02832,P03408,1/8/2024,V1016,Cancer
PR02833,P02216,11/26/2023,V1036,Addison’s Disease
PR02834,P00757,10/23/2024,V1018,Obesity
PR02835,P05706,9/7/2024,V1007,Heat Stroke
PR02836,P09515,2/3/2024,V1017,Hypothyroidism
PR02837,P06107,1/1/2024,V1013,Heartworm Disease
PR02838,P06032,7/22/2024,V1003,Distemper
PR02839,P05396,2/9/2024,V1038,Bloat
PR02840,P06716,5/30/2024,V1014,Parvovirus
PR02841,P01520,12/22/2023,V1005,Cushing’s Disease
PR02842,P06024,10/12/2024,V1042,Kidney Disease
PR02843,P00748,8/9/2023,V1013,Foreign Body Ingestion
PR02844,P09807,3/9/2023,V1043,Cancer
PR02845,P00230,11/7/2024,V1044,Heartworm Disease
PR02846,P08030,8/17/2024,V1023,Addison’s Disease
PR02847,P00896,11/8/2024,V1019,Lyme Disease
PR02848,P03264,2/21/2024,V1013,Diabetes Mellitus
PR02849,P01224,3/9/2024,V1036,Diabetes Mellitus
PR02850,P04044,6/8/2023,V1010,Pancreatitis
PR02851,P06978,12/16/2024,V1007,Lyme Disease
PR02852,P05301,7/9/2023,V1018,Leptospirosis
PR02853,P02376,4/8/2024,V1036,Obesity
PR02854,P06649,1/28/2024,V1022,Heartworm Disease
PR02855,P01058,9/24/2024,V1032,Gastroenteritis
PR02856,P05388,9/12/2023,V1005,Heat Stroke
PR02857,P09027,9/27/2023,V1005,Foreign Body Ingestion
PR02858,P00579,9/30/2024,V1024,Leptospirosis
PR02859,P01999,10/14/2023,V1047,Feline Leukemia Virus
PR02860,P06859,5/13/2023,V1017,Feline Leukemia Virus
PR02861,P07054,8/22/2023,V1040,Hypothyroidism
PR02862,P09695,5/31/2023,V1026,Ringworm
PR02863,P07840,6/30/2024,V1023,Parvovirus
PR02864,P03056,8/26/2024,V1049,Cushing’s Disease
PR02865,P09688,11/4/2024,V1000,Lyme Disease
PR02866,P00932,12/13/2023,V1044,Bloat
PR02867,P09881,5/4/2024,V1023,Hyperthyroidism
PR02868,P08664,5/16/2023,V1023,Bloat
PR02869,P03073,2/1/2025,V1046,Heartworm Disease
PR02870,P02667,9/2/2023,V1035,Hyperthyroidism
PR02871,P00876,10/3/2023,V1014,Gastroenteritis
PR02872,P06850,6/19/2023,V1011,Gastroenteritis
PR02873,P00031,10/26/2024,V1010,Feline Immunodeficiency Virus
PR02874,P07599,3/26/2023,V1049,Cancer
PR02875,P02998,12/5/2024,V1025,Kennel Cough
PR02876,P03196,5/11/2023,V1016,Pyometra
PR02877,P01900,1/10/2025,V1000,Pyometra
PR02878,P07770,10/7/2023,V1022,Gastroenteritis
PR02879,P04168,10/26/2023,V1003,Foreign Body Ingestion
PR02880,P02052,11/18/2024,V1007,Leptospirosis
PR02881,P09686,12/3/2024,V1048,Heat Stroke
PR02882,P09828,1/9/2024,V1049,Obesity
PR02883,P03665,1/26/2024,V1013,Pancreatitis
PR02884,P01793,3/5/2024,V1004,Gastroenteritis
PR02885,P09871,3/9/2023,V1049,Pancreatitis
PR02886,P02272,5/22/2023,V1007,Obesity
PR02887,P05759,10/16/2023,V1017,Cancer
PR02888,P06481,8/18/2023,V1010,Arthritis
PR02889,P09579,10/27/2024,V1036,Hyperthyroidism
PR02890,P02780,8/28/2024,V1023,Feline Upper Respiratory Infection
PR02891,P06486,1/21/2025,V1009,Hip Dysplasia
PR02892,P07647,9/19/2023,V1025,Cushing’s Disease
PR02893,P02060,8/22/2024,V1010,Rabies
PR02894,P04084,8/14/2024,V1014,Arthritis
PR02895,P05875,10/3/2024,V1003,Kennel Cough
PR02896,P04521,6/4/2024,V1015,Diabetes Mellitus
PR02897,P06211,2/13/2025,V1021,Hip Dysplasia
PR02898,P04401,8/2/2023,V1009,Cushing’s Disease
PR02899,P05530,4/27/2023,V1031,Lyme Disease
PR02900,P08977,2/1/2025,V1020,Bloat
PR02901,P00854,7/20/2023,V1038,Hyperthyroidism
PR02902,P01328,6/4/2024,V1048,Feline Immunodeficiency Virus
PR02903,P02592,5/7/2024,V1001,Cushing’s Disease
PR02904,P07780,9/21/2023,V1042,Kennel Cough
PR02905,P09949,2/23/2025,V1048,Pancreatitis
PR02906,P09544,1/13/2025,V1046,Feline Immunodeficiency Virus
PR02907,P00205,2/21/2025,V1048,Foreign Body Ingestion
PR02908,P04569,4/3/2024,V1001,Gastroenteritis
PR02909,P01009,2/16/2024,V1016,Foreign Body Ingestion
PR02910,P04684,11/9/2023,V1000,Hypothyroidism
PR02911,P06411,11/30/2023,V1012,Kidney Disease
PR02912,P07894,3/17/2024,V1022,Parvovirus
PR02913,P00850,9/1/2023,V1017,Kidney Disease
PR02914,P00295,7/6/2024,V1028,Allergies
PR02915,P06407,5/7/2024,V1049,Heat Stroke
PR02916,P01422,11/2/2024,V1049,Bloat
PR02917,P00062,1/30/2025,V1022,Ringworm
PR02918,P01723,7/18/2023,V1007,Hip Dysplasia
PR02919,P02374,1/30/2025,V1019,Foreign Body Ingestion
PR02920,P01273,9/23/2024,V1029,Gastroenteritis
PR02921,P01271,5/3/2024,V1008,Parvovirus
PR02922,P02753,2/22/2024,V1020,Ear Infections
PR02923,P02427,9/9/2023,V1023,Diabetes Mellitus
PR02924,P09312,2/22/2024,V1037,Hyperthyroidism
PR02925,P07095,6/10/2023,V1040,Heat Stroke
PR02926,P00854,5/24/2024,V1009,Arthritis
PR02927,P02529,12/27/2023,V1015,Feline Leukemia Virus
PR02928,P02174,5/31/2024,V1044,Heat Stroke
PR02929,P07419,8/19/2024,V1028,Gastroenteritis
PR02930,P09803,9/9/2024,V1003,Feline Leukemia Virus
PR02931,P00821,7/3/2023,V1038,Kidney Disease
PR02932,P02716,5/14/2024,V1015,Diabetes Mellitus
PR02933,P02586,12/23/2024,V1013,Feline Upper Respiratory Infection
PR02934,P04372,9/21/2023,V1018,Distemper
PR02935,P06418,2/29/2024,V1014,Bloat
PR02936,P09302,2/24/2025,V1019,Hypothyroidism
PR02937,P05095,3/23/2023,V1038,Feline Upper Respiratory Infection
PR02938,P04703,10/26/2023,V1014,Addison’s Disease
PR02939,P06446,3/4/2024,V1012,Allergies
PR02940,P01368,11/14/2024,V1023,Heat Stroke
PR02941,P00389,12/9/2023,V1048,Bloat
PR02942,P05128,1/21/2025,V1032,Pancreatitis
PR02943,P02247,12/18/2023,V1015,Allergies
PR02944,P08857,5/10/2023,V1008,Rabies
PR02945,P03398,11/15/2024,V1048,Cushing’s Disease
PR02946,P03902,10/9/2023,V1004,Hip Dysplasia
PR02947,P03711,5/15/2024,V1024,Pyometra
PR02948,P05356,12/9/2023,V1027,Parvovirus
PR02949,P01855,7/19/2023,V1007,Foreign Body Ingestion
PR02950,P05531,6/5/2023,V1048,Cushing’s Disease
PR02951,P01185,7/26/2023,V1018,Obesity
PR02952,P02843,7/12/2023,V1046,Heartworm Disease
PR02953,P04613,6/25/2024,V1007,Bloat
PR02954,P04976,1/1/2024,V1006,Pancreatitis
PR02955,P03630,5/26/2024,V1028,Hypothyroidism
PR02956,P00937,10/3/2023,V1028,Feline Upper Respiratory Infection
PR02957,P07933,3/16/2023,V1039,Parvovirus
PR02958,P04445,7/23/2023,V1030,Pancreatitis
PR02959,P06667,12/7/2024,V1007,Heartworm Disease
PR02960,P08843,10/28/2023,V1035,Feline Upper Respiratory Infection
PR02961,P00492,3/29/2024,V1005,Hyperthyroidism
PR02962,P03696,5/12/2023,V1021,Dental Disease
PR02963,P00194,10/1/2023,V1024,Gastroenteritis
PR02964,P06823,9/23/2024,V1006,Feline Leukemia Virus
PR02965,P01365,6/10/2024,V1007,Parvovirus
PR02966,P01122,7/8/2024,V1003,Hypothyroidism
PR02967,P02031,3/6/2024,V1046,Cancer
PR02968,P03578,10/27/2024,V1049,Feline Leukemia Virus
PR02969,P04890,3/19/2024,V1027,Rabies
PR02970,P04012,12/15/2023,V1022,Heartworm Disease
PR02971,P04805,2/4/2025,V1017,Obesity
PR02972,P06807,4/23/2023,V1036,Hip Dysplasia
PR02973,P08365,12/22/2024,V1048,Obesity
PR02974,P01392,12/15/2023,V1004,Ringworm
PR02975,P09605,1/7/2025,V1010,Feline Upper Respiratory Infection
PR02976,P07740,5/26/2024,V1010,Feline Upper Respiratory Infection
PR02977,P00529,7/7/2023,V1009,Feline Upper Respiratory Infection
PR02978,P05922,4/14/2024,V1044,Kennel Cough
PR02979,P02283,3/21/2023,V1004,Pancreatitis
PR02980,P03358,5/31/2024,V1048,Allergies
PR02981,P07486,8/19/2024,V1025,Hypothyroidism
PR02982,P00085,5/27/2023,V1005,Gastroenteritis
PR02983,P01416,2/11/2025,V1044,Feline Upper Respiratory Infection
PR02984,P01761,10/8/2023,V1043,Heat Stroke
PR02985,P02164,12/23/2024,V1029,Kidney Disease
PR02986,P07614,9/29/2024,V1010,Feline Leukemia Virus
PR02987,P03520,7/28/2024,V1021,Hypothyroidism
PR02988,P08758,11/26/2023,V1001,Dental Disease
PR02989,P07631,7/22/2024,V1045,Leptospirosis
PR02990,P09355,10/3/2024,V1002,Obesity
PR02991,P05669,11/24/2024,V1003,Hyperthyroidism
PR02992,P05924,7/10/2023,V1042,Diabetes Mellitus
PR02993,P02855,6/12/2024,V1012,Obesity
PR02994,P01683,1/23/2024,V1042,Heat Stroke
PR02995,P01087,6/2/2023,V1000,Pancreatitis
PR02996,P03209,10/28/2024,V1047,Cushing’s Disease
PR02997,P00061,12/28/2023,V1003,Hypothyroidism
PR02998,P05573,3/29/2023,V1034,Heat Stroke
PR02999,P03830,8/17/2023,V1002,Rabies
PR03000,P05987,8/29/2024,V1016,Obesity
PR03001,P04259,4/23/2023,V1014,Pancreatitis
PR03002,P01435,11/17/2024,V1023,Foreign Body Ingestion
PR03003,P06315,6/30/2024,V1037,Dental Disease
PR03004,P07537,10/12/2023,V1011,Bloat
PR03005,P00422,3/16/2023,V1025,Foreign Body Ingestion
PR03006,P02706,4/24/2024,V1012,Feline Immunodeficiency Virus
PR03007,P06320,4/30/2024,V1038,Gastroenteritis
PR03008,P03499,8/1/2024,V1049,Ringworm
PR03009,P07086,1/10/2025,V1003,Addison’s Disease
PR03010,P05183,11/6/2024,V1038,Dental Disease
PR03011,P09638,1/8/2025,V1007,Kidney Disease
PR03012,P08037,5/16/2023,V1028,Cancer
PR03013,P00006,10/7/2023,V1011,Lyme Disease
PR03014,P02575,8/31/2024,V1048,Leptospirosis
PR03015,P08107,1/25/2025,V1001,Kennel Cough
PR03016,P00464,3/27/2023,V1000,Distemper
PR03017,P09338,4/26/2023,V1043,Cushing’s Disease
PR03018,P06581,11/9/2023,V1033,Ear Infections
PR03019,P04375,1/14/2025,V1012,Allergies
PR03020,P00146,11/14/2024,V1034,Parvovirus
PR03021,P06616,6/27/2023,V1024,Obesity
PR03022,P06695,10/13/2024,V1004,Feline Immunodeficiency Virus
PR03023,P06836,7/3/2024,V1030,Cancer
PR03024,P02995,2/5/2025,V1045,Ringworm
PR03025,P02537,10/1/2023,V1044,Heat Stroke
PR03026,P07183,5/2/2024,V1030,Feline Upper Respiratory Infection
PR03027,P07565,3/29/2023,V1044,Bloat
PR03028,P03003,1/23/2024,V1029,Dental Disease
PR03029,P02756,6/11/2023,V1038,Gastroenteritis
PR03030,P02136,4/8/2024,V1017,Heartworm Disease
PR03031,P06721,6/28/2024,V1042,Foreign Body Ingestion
PR03032,P06623,9/14/2023,V1024,Diabetes Mellitus
PR03033,P03620,8/16/2023,V1006,Lyme Disease
PR03034,P09571,4/1/2023,V1048,Bloat
PR03035,P08814,11/15/2023,V1024,Feline Leukemia Virus
PR03036,P05652,3/12/2023,V1049,Feline Upper Respiratory Infection
PR03037,P06840,7/4/2024,V1000,Ringworm
PR03038,P01056,6/16/2024,V1003,Lyme Disease
